marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	1006066	R2BX5VXUID7GPU	B00992CF6W	9632738	Minecraft	Mobile_Apps	5.0	0.0	0.0	N	Y	It's fun.	It's fun. Controls can be tricky to use on a smaller screen but it can be done. My daughter &  I get sucked into the game building and exploring. It's a great pastime.	2015-05-19
US	13879734	RP64LMIJA98TQ	B00E8KLWB4	488246640	The Secret Society® - Hidden Mystery	Mobile_Apps	4.0	0.0	0.0	N	Y	A fun game	Interesting levels that make you think. I do wish the pictures were a bit clearer on my Kindle. I enjoy playing this game	2015-06-13
US	17583278	R23IE02XNJ0HS3	B00CH87HF4	722253305	Dungeon Hunter 4	Mobile_Apps	5.0	0.0	0.0	N	Y	Best game ever!	I love this game... The world is really thought out, and the story is huge. It's like any other rpg with the leveling,skills, and weapons.<br /><br />Pros:Awsome Gameplay<br />Multiplayer<br />Single player<br /><br />Cons:Money system needs some improvements.<br />That's about the major things.<br />Overall this he is very fun to play and is always gonna be one of my faves.	2015-01-23
US	13939166	R69TLV41M0IU0	B004T2QZL8	695098836	Doodle God	Mobile_Apps	5.0	6.0	8.0	N	Y	Addicting	I picked this one up just to look at play mechanics and a week later I was still playing it.  My wife then started stealing my phone so she could play it too.<br /><br />Great purchase, looking for future enhancements.	2012-12-13
US	15064305	R1LDLI37YL19PM	B00QW8TYWO	828652896	Crossy Road	Mobile_Apps	5.0	0.0	0.0	N	Y	fun	Fun game, cool characters	2015-07-11
UK	46973093	R1MHRRNQ8YZKO1	B00O6Y7JGY	415026634	Powerage	Digital_Music_Purchase	5.0	0.0	0.0	N	Y	Five Stars	V.good	2015-07-26
US	34530180	R3JPAWZQBAL4QL	B00FAPF5U0	46324555	Candy Crush Saga	Mobile_Apps	3.0	0.0	1.0	N	Y	fun game!	I am addicted to it. Would rate it higher but the lives go way too fast. They want you to spend money which I am not happy about . But it was a free game so I guess to be expected. Other than that it is a fun game.	2013-12-14
US	47005977	R1A1Q8GWUXJ9KV	B00CSR2J9I	690824381	Hill Climb Racing	Mobile_Apps	4.0	0.0	0.0	N	Y	a fun game	he loves it!	2014-07-24
US	45643210	R3HUC9N1OASYH7	B008JGSM6G	345007076	Flow Free	Mobile_Apps	5.0	0.0	0.0	N	Y	Even my husband played it	It is really challenging without being too hard. It is also addicting. Our grandkids taught us to play & we were all sitting around playing on our various devises.	2013-03-19
US	10633033	R27ZCZ19851P1X	B00DQEB1V4	639723484	Adonit Jot Script Evernote Edition Fine Point Precision Stylus for iPad, iPad Air, iPad Mini and iPhone [Previous Generation]	PC	2.0	1.0	1.0	N	Y	Disappointment	The pen works basically as advertised, but is still a long way from pen an paper. Actually my palm pilot IV worked better.  Is awkward to write with, penmanship is/needs to be very large, with makes it awkward to write and take notes.  OCR or a utility to covert handwriting to text would make it much more useful.<br /><br />Nice that the notes through Penulitmate, transfer to Evernote, but are not as useful without conversion to text.	2014-05-01
US	38017726	R2WRZLTDE4O56M	B00DOPEGAS	948324162	Cra-Z-Art Shimmer 'n Sparkle Cra-Z-Loom Bracelet Maker	Toys	5.0	0.0	1.0	N	Y	Amazon first!	I've been to several toy stores who were sold out of this popular item.  Should always go to Amazon first!	2013-12-09
US	13672310	R13LKD1XXQHGBR	B00IKZX1ZI	578520888	Frozen Free Fall	Mobile_Apps	4.0	0.0	0.0	N	Y	A fun game	I am somewhat addicted to this game. The game itself is rather typical- nothing that hasn't been done before, but they put a nice spin on it with the whole frozen concept. the graphics for the most part are pretty awesome. some levels are hard to beat and you have only a limited number of lives, but so far I haven't been forced to buy anything. I would recomend this app.	2014-03-30
US	17870853	R1OVNPPWC07Y5F	B009UX2YAC	879319057	Subway Surfers	Mobile_Apps	5.0	0.0	0.0	N	Y	chrisygi	This is one game that I love it is really fun and never get s boring and is exciting. There are always new updates.	2013-02-18
US	40399855	R26NX8O7F7I88O	B00AHQNHSY	226740405	MoboPlayer	Mobile_Apps	4.0	0.0	0.0	N	Y	Great video ap	I like being able to play multiple video files on my tablet, as well as my smart phone. This is definitely better than the original video player that came with my devices.	2013-08-14
UK	5999175	R3630FGLF6IRN9	B008K6HN8I	679184036	ES File Explorer File Manager	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	Very good product	2014-12-18
US	10024499	R21ECO5056KUJ2	B00992CF6W	9632738	Minecraft	Mobile_Apps	5.0	1.0	1.0	N	Y	super cool!!!!!	This game is really good for building and survival.	2015-05-06
DE	48629662	R1U0FODGWIK1XF	B0098XZHSU	659000788	radio.de - Der Radioplayer	Mobile_Apps	1.0	7.0	9.0	N	Y	Sachen gibts...	...da fragt sich der enthusiastische Radioh&ouml;rer warum ich bei AMAZON APP-Store eingeloggt sein muss um einem<br />privaten Hobby nachzugehen.Was zeichnet AMAZON da auf?Der Frage gehe ich gar nicht weiter nach.Die App ist<br />unakzeptabel und wurde gel&ouml;scht.	2013-08-28
US	38176923	RANRQA6UDL6ZB	B006KX3GXO	914233520	PicsArt Photo Studio	Mobile_Apps	5.0	2.0	2.0	N	Y	Love this!!!	I am so glad they got this working on the Kindle Fire HD! I love how this app works! It has such cool filters for your photos that most of my other apps don't!	2013-11-06
US	52581807	R1HS2R9OIM0F7V	B00OJ92MNQ	368090502	Amazing Breaker	Mobile_Apps	5.0	0.0	0.0	N	Y	More levels please!	Give us more levels! 120 done already!	2015-07-13
US	52847147	R1RPISY0C2PA7D	B009EEFTMC	525998596	Cubistry	Mobile_Apps	5.0	0.0	0.0	N	Y	good challenge!	It's good to make me focus.  I play one game and then want to play &#34;one more&#34; which usually means 4 times more.  Probably good for kids too.  Good time waster!	2013-04-04
US	45436054	R28PQ5D6MY9J20	B00K7C17QW	225472	CSI: Hidden Crimes	Mobile_Apps	5.0	0.0	0.0	N	Y	i love this game because.....	I love this game because its really fun and cool.its awesome I mean who doesn't love crime and investigation I mean its awesome the graphics are the best in the game and so are the details I just wish you didn't need stars to investigate or interigate but other then that I love this game:)I also love the fact that its free I mean who doesn't love free;)	2014-06-06
US	33791091	R130E2PYAOLS8X	B00CWY76CC	605389316	Can You Escape	Mobile_Apps	4.0	0.0	0.0	N	Y	fast&amp;fun	Each floor get harder.floor puzzles was a good.There is different types of puzzles .first have to find hidden puzzles.I enjoy this game awhile lot	2013-06-29
UK	20258590	R3J2R4TGZX4AYT	B0063M22QO	665995003	Mahjong	Mobile_Apps	5.0	0.0	0.0	N	Y	Brilliant	Fascinating and addictive a very simple game which requires a lot of concentration. Each level has its own tricks to overcome.	2014-06-14
US	41216246	RGLI93BCLNP3Y	B00KNWYDU8	779873629	Dragon City	Mobile_Apps	5.0	0.0	0.0	N	Y	So cool	Best DRAGON game i've ever played	2015-06-25
US	1451725	R1XAQIA6QEX58X	B004Y1WCDE	948344990	Plex	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	Good quality	2015-02-12
US	42792450	R2SDWRPTB9LL0	B00MVSCI18	648476560	Sonic Highways [Explicit]	Digital_Music_Purchase	5.0	0.0	1.0	N	Y	Super sonic	Another amazing album from the foo fighters... Can't deny there talent	2014-11-14
UK	31396600	R30VUBF5D4S58D	8866131059	249465260	2013 Moleskine Pocket Daily Diary Hard	Office Products	5.0	0.0	0.0	N	Y	Chunky diary / planner	Last year I was using an 18 month Moleskine weekly planner, so I am using that to compare to this, the Daily diary.<br /><br />First thing to say is that I wasn't expecting it to be quite so thick, but I guess this is the product of having each day on a separate page. The pages are well thought out with nicely spaced lines, hours of the day on the left (so you can write in appointments etc), there's also space at the bottom for weather conditions. I'm using my diary for a mix of planning appointments as well as a diary, filling in empty space with the days activities and thoughts. It has to be said that there is only just enough space to do this!<br /><br />Other features of the diary are the standard Moleskine fair, an annual overview of international holidays, a pull out address book, and contact details in the front page in case you lose it etc.<br /><br />My final thoughts / conclusion is that when 2014 comes round, I'm not sure if I will stick with the people daily diary, or go back to the weekly planner booklet.	2013-01-05
US	18935643	R29RGQYD7TKJPH	B007VDN1PA	100541689	Jumbl 5 Mega Pixel 35mm Film Slide and Negative Scanner	Office Products	5.0	1.0	1.0	N	Y	Easy to use	I found this easy to insert slides and save to transfer to computer.  The screen is small but I could see it enough to edit most slides.  There is ability to lighten or darken photos and flip over for ease of viewing.  I was able to scan about 500 photos in about 4 hours.  This is much easier than the flat scanner that I tried to use first.	2013-08-28
US	42005373	R281Q4FIC05N1O	B008Y212PI	63372536	FlipPix Art - Simple Pleasures	Mobile_Apps	5.0	0.0	0.0	N	Y	great game	Enjoy the levels. Addicting game. Lots of fun. Playing it every day. Can't stop. Best game since sudoku. Very good. Worth while.	2013-10-05
JP	30106904	R2FGQ6LAJ1ZJIJ	B001B6EAOY	755937100	PhotoFast MS ProDuoデュアルアダプター CR-5400	PC	3.0	0.0	0.0	N	Y	16Gと2G＝16G・・・ それなりに使えます。	初期不備は理解していたので３つ注文<br /><br />１つ目の２スロは駄目。<br />２つ目は２つ差しにすると厚くなりPSP抜き差しは危険を感じた。<br />３つ目は正常に作動ｗ　psp・SDの抜き差しも共に良好！<br /><br />近所でも販売しているが１つ1050円と高い・・・<br /><br />16Gと2G＝16G・・・<br />16Gのみだと14Gになり納得いかないが、そんなものか。	2012-03-21
UK	16139929	R1V8HGUJMGJVBR	8866130907	725027301	2013 Moleskine Red Pocket Weekly Notebook 12 Month Hard	Office Products	4.0	0.0	0.0	N	Y	Perfect for small notes	It's the sixth I purchase, so no surprises, same quality and layout. I find it perfect to schedule brief appointments, events, etc.	2013-01-14
US	50085268	R2BNHTZFW7IILD	B007BZM3HK	159169656	Call Me Maybe	Digital_Music_Purchase	5.0	0.0	0.0	N	Y	call me?	saw the parody of the song and knew that I had to have the original song. Bright and fun is the name of this song	2012-11-11
US	21234181	RN4FLDSL5CF0F	B008Y2FRFO	62690672	Coin Dozer	Mobile_Apps	4.0	0.0	0.0	N	Y	Wasn't sure at first...	I have to admit, I wasn't sure about this app at first- yet after I played it, I was addicted. It is very slow to generate coins and I just leave it on to gather coins (42 is the limit unless you purchase more-which I will never do) so I usually do some chores around the house and come back to it. I really like this app.	2013-01-04
US	10547531	R2H4QWWWSXR81I	B00910Y1OQ	789800606	Call of Atlantis (Premium)	Mobile_Apps	3.0	0.0	0.0	N	Y	Initially good, then force closed	Initially the game worked well and wsd fun  but then it started to force close and would not reopen.  Tried restarting phone, but still no success.  have uninstalled and will try reinstalling.  3 stars until it starts working.	2012-10-16
US	23816451	R34MHJZCKUU3P4	B004T2QZL8	695098836	Doodle God	Mobile_Apps	3.0	0.0	0.0	N	Y	okay	I thought it was a okay game. for example there was this glitches were you get all hints. so that made it easy	2012-03-28
US	22780005	R67ENWP683JJV	B00DHKKN6Q	570285468	Bubble Blaze	Mobile_Apps	5.0	0.0	0.0	N	Y	Popping Amazing!	Accuracy is awesome! Match games are great fun for my young grandchildren; it helps with their spacial development and they love the sound of the popping bubbles.	2014-07-19
US	38467614	R2AUJFSKR3L2CJ	B007V2UGPE	994829140	SAMURAI vs ZOMBIES DEFENSE	Mobile_Apps	4.0	0.0	0.0	N	Y	good game	This game is good and fairly addictive.  they want you to buy credits for the best stuff but you can do ok if you do not.  all in all its a good time killer. This game is good and fairly addictive.  they want you to buy credits for the best stuff but you can do ok if you do not.  all in all its a good time killer.	2012-04-24
US	14925256	R32BZ01DQ4SXST	B007N85POS	307438354	Angry Birds Rio HD (Fire Edition)	Mobile_Apps	5.0	7.0	8.0	N	N	Themed on the movie Rio	Angry Birds Rio is really fun to play. After watching the movie I just couldn't help myself. I had to buy this game for my Fire HD. I find it more fun then the original, and I really like the Rio theme.	2012-12-30
US	47381347	R7X8VBMLXJVR2	B0073LWEXK	993544388	The Lost City	Mobile_Apps	4.0	0.0	0.0	N	Y	Crazy long... but fun!	Like many other people, the Lost City confused me. There were so many passageways and caves that it was herd to know where everything was.<br /><br />However, I really enjoyed this game! It kept me interested because there was always something else to do, and if I didn't know what to do, I could always look at the Game Guide in the journal.<br /><br />So, a very long game with too big of a map knocks off one star, but otherwise amazingly fun!!!	2012-12-04
US	39413218	RHXHRCDE5D49D	B007N5YIUS	820905564	Angry Birds Space Free	Mobile_Apps	5.0	0.0	1.0	N	Y	great fun!	not sure why so many are rating this low. it's easily one of the best mobile games out there, and a good deal added since the previous versions. great job, Rovio!	2012-08-20
US	7047387	RDYOZP8N9RBKG	B007ZGO7EM	274946566	Calculator Plus Free	Mobile_Apps	5.0	0.0	0.0	N	Y	Love!	I love the size ...that it fills up my kindle screen...&amp; being able to have it with me always...useful &amp; practical!	2013-03-29
US	38763369	R1XN99LPSQLYQH	B00CSR2J9I	690824381	Hill Climb Racing	Mobile_Apps	5.0	0.0	0.0	N	Y	Great game	My grandson loves this game.  Of course he is more skilled than am I.  But, it keeps him busy and excited.	2013-07-22
US	19313949	R130P0KSDAPX50	B00MB8P1OO	164865282	YouPlayer for YouTube	Mobile_Apps	4.0	0.0	0.0	N	Y	Four Stars	It's good.	2014-10-05
US	6846976	R2684BNCC3D2F1	B005HSL626	702791838	Fruit Ninja Free	Mobile_Apps	5.0	0.0	0.0	N	Y	soooooo much fun	My sister got this on her kindle and I thought it was dumb. I played and downloaded. On mine right away. It was addicting! My dad was skeptical about played it and wouldn't stop.	2013-07-19
UK	50455204	R1Z2I89VO704N	B009YR1MZ2	972743481	Trilogy [Explicit]	Digital_Music_Purchase	5.0	0.0	0.0	N	Y	Five Stars	One of my top 10 favourite artist singing some increadible tracks. Worthy of every penny	2014-11-29
US	30631439	RXKVQJZ36I3ZH	B007N5YIUS	820905564	Angry Birds Space Free	Mobile_Apps	1.0	19.0	29.0	N	Y	wont even open	downloaded it, completely installed, clicked on app, goes right back to the home screen. maybe just doesn't  work for coby kyros..?	2012-03-26
US	25189315	R7T8QVAG4PG3E	B0067RQYNW	475035706	WPS Office + PDF	Mobile_Apps	4.0	0.0	0.0	N	Y	One of the best	I still do not like then on-screen typing on the Kindle Fire, but I also use this on my desktop at work and my laptop at home, and plan to get a keyboard to use with the Kindle.  I like this much better than Open Office, and it has some features that even MS Office does not that I wish it did.  The Kindle Fire HD version takes some learning to use, but for what you get for what it costs, this is one of my favorite apps!	2013-06-10
US	8318495	R2YA27RWUGRA1E	B009UX2YAC	879319057	Subway Surfers	Mobile_Apps	4.0	0.0	0.0	N	Y	The best game ever	It is so fun because u can play Facebook friends buy upgrades and buy characters I like so much Awesome	2013-05-30
US	29845164	R1AU7TKONAOPIU	B00CWY76CC	605389316	Can You Escape	Mobile_Apps	5.0	0.0	0.0	N	Y	I love this game!	This game is so much fun and intense. It really makes you think and not want to stop<br />. Please release more levels soon.	2013-06-21
DE	41363380	R92TIIEEBH2Y1	B005JIT8XI	165578903	Origin Of Symmetry	Digital_Music_Purchase	5.0	0.0	0.0	N	Y	Muse eben!	Keine Frage eine geile Scheibe.....hören, hören, hören, hören, hören....<br /><br />Bin keine Musikexpertin, warum soll ich mich jetzt grooooß darüber auslassen...mir gefällt sie eben!!!	2014-12-26
US	46351855	RWI7NGBTNM4LL	B007ZGO7EM	274946566	Calculator Plus Free	Mobile_Apps	5.0	0.0	0.0	N	Y	Murl the pearl	Have carried a calculator ever since they came out in pocket size,some fifty years ago, and this one is my all time favorite. Keys nice size for my big fingers, with good looks....how do you beat that?	2013-05-13
US	1891753	ROH1OTWC82E9M	B00594XOZU	191341525	Kik Messenger	Mobile_Apps	5.0	0.0	0.0	N	Y	awsome!!!	This app is  great it is a great way to talk to your friends and family it does need internet but it's worth it	2015-07-20
US	18505261	R1QX37WJJJ4ZV	B00992CF6W	9632738	Minecraft	Mobile_Apps	5.0	0.0	0.0	N	Y	Awesome	My Silbings and me enjoy it. WE play for hours and hours of minecraft. The only way it can be better is if anyone can join My kindle worlds because my brother and sister has iPods and ipads they can't join My World. THEY ARE ALWAYS THE HOST	2013-12-14
US	36185275	R3NN555EHT6KI	B00VRYCGLO	183194229	Mahjong Journey®	Mobile_Apps	5.0	0.0	0.0	N	Y	challenging game	I enjoy this game, Jim can concentrate and relax after a hard day.	2015-06-30
US	34976155	R2GJQWKUQ36LLU	B006M4F67A	704373564	247 Mahjong	Mobile_Apps	4.0	0.0	0.0	N	Y	Ancient Game Well Presented	This ancient game is presented well for playing on the computer.  It has been a challenge to play, but enjoyed.	2013-10-21
US	24711240	R13BA7O753PJBU	B002WJI65S	32758861	"Super Mario Plush - 5"" Goomba Soft Stuffed Plush Toy Japanese Import"	Toys	5.0	0.0	0.0	N	Y	Great Plush	I got this Mario plush to go with the 5&#34; Angry Bird Star Wars plush as a Christmas gift for my 7 year old and they are going to be a great addition to his collection!!  Very nicely done!	2012-12-21
US	21457766	R2JMA1XN4BRF8S	B006DJ2JSI	919601587	Dictionary - Merriam-Webster	Mobile_Apps	5.0	0.0	0.0	N	Y	I love it	It's  and app  necessary, useful, practical, easy to use  .To me, you must have it. the best of all,  it is free	2013-08-10
US	4839003	RW1RO7N6MFX62	B0063IH60K	414486782	Solitaire	Mobile_Apps	4.0	0.0	0.0	N	Y	pretty good	Good time<br /><br /> Fun to play. My biggest issue comes when there is a card below the border of the game that I cannot get to. I've lost games, that Ii should have won, because of that.	2013-12-10
UK	33073673	R3RIVNURQX8DMA	B0042HOU2G	975771637	LEGO Star Wars 7914: Mandalorian Battle Pack	Toys	5.0	2.0	5.0	N	N	A must for star wars fans	My 6 year old son wanted this along with another set for battles. he made it all himself and really loves it - lovely colour blue figures and ships which made a change and constrast well with the green battle box.	2011-01-23
US	9975736	R3I3KL7CJNROYP	B00E8KLWB4	488246640	The Secret Society® - Hidden Mystery	Mobile_Apps	4.0	0.0	0.0	N	Y	love	Lovelovelove	2015-05-30
US	46748916	R2PJG0ZGPGLQ0P	B00884GR0W	32487280	Block Story Premium	Mobile_Apps	5.0	395.0	479.0	N	Y	omg!! love it	The only reviews on here is comparing block story to minecraft. i would honestly have block story. so much more to do,GREAT. you can go on quests, slay monsters and capture hourses and other animals. You can go into deep beautiful caves or explore the ocean. you can also fly to lands above! this is a great game. i had mine craft in the past and its fun but i got bored fast. its eather you just build all the time on relax mode or you fight the same old zombies. block story really mixs it up and holds my attention longet! I LOVE THIS GAME! at first i bought the lite version but i couldnt save my worl so i bought this version. best $4.98 i have ever spent on a game!! and it looks great on my Kindle Fire!	2012-07-22
UK	35126865	R4H00PZ5NS0CP	B006ZS4QEM	830484085	LEGO Creator 7346: Seaside House	Toys	5.0	0.0	0.0	N	Y	Excellent Product	Hours of fun with my 5 year old daughter, building all 3 models and our own variations as well. Love it	2014-02-13
DE	49245932	R1TRYT6HHL3NR5	B009PNQUXO	676226155	YourTube - Video Player, Downloader and mp3 converter!	Mobile_Apps	1.0	0.0	0.0	N	Y	NICHT EMPFEHLUNG	Absoluter Mist! Hat eigentlich keinen Stern verdient aber hätte ansonsten keine Rezension schreiben können. Wurde gleich wieder gelöscht. Eine richtige YouTube App wäre 100 mal besser	2014-11-30
UK	42066166	R8G13IIMW304T	B00DJFIMW6	271429756	Minion Rush: Despicable Me Official Game	Mobile_Apps	5.0	0.0	0.0	N	Y	astonishingly grate app	I love this game I am on grews lab I  the secret area I reckon that this game is for 3s and over my brother loves it and so do I<br /><br />By charli<br />Xxxxxxxxxxxxxxxxxxxxxxxxxx	2014-03-18
US	45371864	R1EF05KJ3HQC35	B00AKL1XPU	454769764	Wonder Zoo: Animal & Dinosaur Rescue	Mobile_Apps	5.0	0.0	0.0	N	Y	Relax and enjoy!	Before getting this game I read some reviews that disliked the fact that you had to spend money to advance. If you have the patience to wait things out and play 2 to 4 times during the day you will appreciate the game much more. I think it is a great game!	2013-01-10
US	20077833	R58N6Y5P83OHU	B00LXLM05I	257857793	Eternium: Mage and Minions	Mobile_Apps	5.0	0.0	0.0	N	Y	fun game	very fun. cqnt put down	2015-07-25
US	43896246	R18CL9USDYY0QX	B008D28HYS	608399083	CrossMe Color Premium Nonograms	Mobile_Apps	5.0	0.0	0.0	N	Y	Crosss me Color	"This has been an amazing and fun puzzle app. I like the fzact that the new updatescontain \\""random\\""  puzzles in all the levels. Worth every penny. Works great on my Samsung TAB"	2012-12-28
US	46523565	R1W74MRVHN1QIV	B00A3NQNUU	25029054	DragonVale	Mobile_Apps	5.0	2.0	2.0	N	Y	This game is so fun!!!	this game is so fun.  I really like it.  anybody who tries it should like it.  I have a lot of dragons.  I play this game a ton.	2014-12-14
US	46261053	RVOVF0H4XO5WS	B00KA7JIII	897384773	Monument Valley	Mobile_Apps	4.0	0.0	0.0	N	Y	beautiful and fun but easy	This is an interesting game but not a challenging puzzle.	2015-02-03
US	16033432	R204CODKQIPN0B	B00E8KLWB4	488246640	The Secret Society® - Hidden Mystery	Mobile_Apps	3.0	0.0	0.0	N	Y	good so far	Love it so far	2014-11-03
US	12540883	REV1JMX76C9YK	B00B3MN65K	263260534	All That Echoes	Digital_Music_Purchase	4.0	1.0	5.0	N	Y	More great Josh!	New songs with a couple of familiar ones...  He's always easy to listen to, yet moving at the same time!	2013-02-08
UK	49881534	R25WLOCMRBABDZ	B009H6Z7G0	365540285	The 2nd Law [Explicit]	Digital_Music_Purchase	4.0	1.0	3.0	N	Y	In many ways great, except for one thing...	I've always had a bit of a love/hate thing with Muse. Their albums are always packed with excellent tracks, but somehow one or two stinkers always seem to find their way in there. This time the quality to stink ratio is pretty good, with all the tracks being strong except for track 12 (Unsustainable), which is, to my ears, by far the worst thing Muse have ever done. It's abysmal, painful to listen to, completely lacking any kind of melody or musical sense, and to be frank, sounds like a dial up modem going wrong.<br /><br />Oh and the absurdly overblown Olympics song is rather dodgy too, but compared to track 11, it's a masterpiece.	2012-10-01
US	21661689	R3AZK8EDK2PMVQ	B00DHKKN6Q	570285468	Bubble Blaze	Mobile_Apps	4.0	0.0	0.0	N	Y	Four Stars	Fun and challenging at times.	2014-11-10
UK	7087359	R28Q6PY0S46QQZ	B00E8KLWB4	488246640	The Secret Society® - Hidden Mystery	Mobile_Apps	5.0	0.0	0.0	N	Y	brilliant	Great fun and hours of it!!	2014-10-06
US	51630557	RKAR0MITB76HR	B005XQLBU4	464872742	Missile Defender	Mobile_Apps	4.0	0.0	0.0	N	Y	good little game	A nice quick paced missle command clone. Is sort of easy tho.	2015-03-17
US	37199465	RF32498O6NWBX	B00BTJMS1A	432048072	10000000	Mobile_Apps	5.0	8.0	9.0	N	Y	Cool concept	I don't usually play games on my phone, anymore anyway. But, this game is pretty ingenious in the way it merges the puzzle game with a platform side scrolling adventure game, plus it adds in the RPG angle with upgrades. I am really enjoying it.	2013-05-22
US	33259895	R3G8WNCS2AY7CJ	B007ZGO7EM	274946566	Calculator Plus Free	Mobile_Apps	5.0	0.0	0.0	N	Y	Very functional	Simple, basic calculator, but nice to have when you simply don't feel like figuring something out in your head at the end of a long day.	2013-09-14
US	38193824	R18MUCODKEH0NN	B007VUA7VO	960985239	Battery	Mobile_Apps	5.0	0.0	0.0	N	Y	Worth it	very good app. Keeps me reading and watching movies longer.<br />Well thought out. Very intuitive application. I use it everday.	2012-11-04
US	4967160	R38WNGCS6LIIVV	B00P9TTSK0	273722589	CONTRACT KILLER: SNIPER	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	Good game	2015-02-28
US	19921186	R22LNPRQ11KZOY	B00I8Q77Y0	370420344	Flappy Wings (not Flappy Bird)	Mobile_Apps	5.0	0.0	0.0	N	Y	Awesome!	I love this game! I have the original flappy bird on my phone and this can  is just like it I am already addicted to it an playing non stop. I recommend this game!	2014-02-14
US	43813343	R20V6Q43D0ROFY	B00G4ZACLC	105473624	Frozen Mahjong	Mobile_Apps	3.0	0.0	0.0	N	Y	Have others I like much better	Not really into this Mahjong game. Have others I like much better.	2015-01-13
US	43126609	R1RGDA077SUB38	B00P77ZAN8	193188380	Hearthstone	Mobile_Apps	5.0	0.0	1.0	N	Y	Really easy to pick up	Really easy to pick up, but does get challenging once you level up. Especially playing against others online. Opponents are SKILLED in this game. Very fun.	2015-08-26
US	40760187	RLQ5N3E1U4RVC	B0069G5Z9K	485297978	Jetpack Joyride	Mobile_Apps	5.0	0.0	0.0	N	Y	Addicted	Always opening the app even if I have to smallest amount of time to waste lol. Achievements and Missions kept me hooked. I DO wish the jetpacks and clothes did more than just change how the character looks given the title of the game...but hey.	2012-09-05
US	2248585	R10V7E0PCK44T	B009C7ZQM4	750254307	Clean Master Phone Boost	Mobile_Apps	5.0	0.0	0.0	N	Y	good app	My kindle became so fast after I used it. I really like,  recommend that for you all. Now I am enjoying a faster  equipment.	2013-12-03
UK	26886061	R1TMZW5SX1TDGG	B007CF2TW8	609101812	Plextor PX-891SA 24x SATA Super Multi Internal DVDRW Retail Kit	PC	5.0	1.0	1.0	N	Y	worth the money but	great piece of kit, so far it has read everything for ripping using dBpoweramp except one disc, but my optiarc reader would not rip this disc either so it must be a bad copy. The PLEXTOR read the discs that the Optiarc would not at a very fast speed 40+ and bit-perfect too.The only problem is that the older copy of NERO would not load and run on my computer ( windows 7 ), but then some other older software will not run also, referring to the pcclone software as used by ICYBOX on their JBOD units. Overall a great piece of kit and I shall be using PLEXTOR drives in future builds.	2013-07-10
US	42713377	R2SRJW1XVJO6HQ	B00DUGCLY4	144324129	Guess The Emoji	Mobile_Apps	5.0	0.0	0.0	N	Y	BEST APP EVER	I LOVE THIS APP. MY FRIENDS R HAVING A RACE TO SEE WHO GETS DONE THE QUICKEST. SOMETIMES I GEY STUMPED BUT THE CHEAT APP REALLY HELPS!!!!! GET THIS APPPPPPP!!!!!!!!!	2014-11-02
US	2520043	R1V5BSNP6I142T	B00HU4ZLTO	105109356	Megapolis	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	So fun!!!!!	2014-08-07
US	16043408	R4RXTDMXJ2OJH	B00CNGA1PS	198707548	Podcast Addict	Mobile_Apps	5.0	0.0	0.0	N	Y	great app!	Now with the new updates, it's more user friendly.  I love it!	2015-06-03
US	44825024	R1KVVR2RVNJJV6	B00IVDXAN2	652750268	Disney Frozen Elsa's Magical Musical Gloves	Toys	5.0	0.0	0.0	N	Y	Five Stars	Granddaughter loved them - great purchase experience	2015-05-20
DE	23526716	RD2O7M7R4S8X4	B0042HOTZE	233273977	Lego Duplo Winnie the Pooh 5945 - Winnie Poohs Picknick	Toys	5.0	0.0	0.0	N	Y	Eben Duplo !!	Ein Geschenk für eine kleine Maus, welche mit ihren Eltern nach Amerika ausgewandert ist. Sie war begeistert. Winnie the Pooh ist sowieso immer gerne von kleinen Kindern genommen und mit dem Honigtopf und den Blumen war es ein Traum für sie.	2013-04-02
US	6259428	R115VUKDNY55X8	B008XG1X18	752212580	Pinterest	Mobile_Apps	5.0	0.0	0.0	N	Y	Pinterest has it ALL!!!	Love Pinterest for everything from exercise routines to beauty tips, recipes, home decor and ideas on just about anything you can think of!	2014-04-03
US	35972279	R9K1NFB4ALAUZ	B0097GVJWQ	863325730	Enigmatis: The Ghosts of Maple Creek	Mobile_Apps	4.0	0.0	0.0	N	Y	Solid.	Comes across a bit like a point and click resident evil 4 adaptation. Not much action,  and the &amp;#34;hidden item&amp;#34;  aspect gets inane at times,  but overall an enjoyable game. I think I may just grab the humble bundle before the sale ends.	2015-05-28
US	33286728	R3J5UBKTPM10NX	B004LOMB2Q	435106875	Evernote - stay organized.	Mobile_Apps	5.0	0.0	0.0	N	Y	Excellent note-keeping app!	I used to use another app for note-keeping, but Evernote's support for multiple platforms and it's &amp;#34;capture all&amp;#34; (photo, music, etc.) feature is irresistible!	2014-02-16
UK	6362398	R1JCCYNQ6PBAI4	B008Y2FRFO	62690672	Coin Dozer	Mobile_Apps	5.0	0.0	0.0	N	Y	Five Stars	Greatest thing since sliced bread	2015-02-09
