marketplace	review_id	product_id	product_category	star_rating	year	month	review_date
US	R2YA27RWUGRA1E	B009UX2YAC	Mobile_Apps	4	2013	5	2013-05-30
US	R1AU7TKONAOPIU	B00CWY76CC	Mobile_Apps	5	2013	6	2013-06-21
DE	R92TIIEEBH2Y1	B005JIT8XI	Digital_Music_Purchase	5	2014	12	2014-12-26
US	RWI7NGBTNM4LL	B007ZGO7EM	Mobile_Apps	5	2013	5	2013-05-13
US	ROH1OTWC82E9M	B00594XOZU	Mobile_Apps	5	2015	7	2015-07-20
US	R1QX37WJJJ4ZV	B00992CF6W	Mobile_Apps	5	2013	12	2013-12-14
US	R3NN555EHT6KI	B00VRYCGLO	Mobile_Apps	5	2015	6	2015-06-30
US	R2GJQWKUQ36LLU	B006M4F67A	Mobile_Apps	4	2013	10	2013-10-21
US	R13BA7O753PJBU	B002WJI65S	Toys	5	2012	12	2012-12-21
US	R2JMA1XN4BRF8S	B006DJ2JSI	Mobile_Apps	5	2013	8	2013-08-10
US	RW1RO7N6MFX62	B0063IH60K	Mobile_Apps	4	2013	12	2013-12-10
UK	R3RIVNURQX8DMA	B0042HOU2G	Toys	5	2011	1	2011-01-23
US	R3I3KL7CJNROYP	B00E8KLWB4	Mobile_Apps	4	2015	5	2015-05-30
US	R2PJG0ZGPGLQ0P	B00884GR0W	Mobile_Apps	5	2012	7	2012-07-22
UK	R4H00PZ5NS0CP	B006ZS4QEM	Toys	5	2014	2	2014-02-13
DE	R1TRYT6HHL3NR5	B009PNQUXO	Mobile_Apps	1	2014	11	2014-11-30
UK	R8G13IIMW304T	B00DJFIMW6	Mobile_Apps	5	2014	3	2014-03-18
US	R1EF05KJ3HQC35	B00AKL1XPU	Mobile_Apps	5	2013	1	2013-01-10
US	R58N6Y5P83OHU	B00LXLM05I	Mobile_Apps	5	2015	7	2015-07-25
US	R18CL9USDYY0QX	B008D28HYS	Mobile_Apps	5	2012	12	2012-12-28
US	R1W74MRVHN1QIV	B00A3NQNUU	Mobile_Apps	5	2014	12	2014-12-14
US	RVOVF0H4XO5WS	B00KA7JIII	Mobile_Apps	4	2015	2	2015-02-03
US	R204CODKQIPN0B	B00E8KLWB4	Mobile_Apps	3	2014	11	2014-11-03
US	REV1JMX76C9YK	B00B3MN65K	Digital_Music_Purchase	4	2013	2	2013-02-08
UK	R25WLOCMRBABDZ	B009H6Z7G0	Digital_Music_Purchase	4	2012	10	2012-10-01
US	R3AZK8EDK2PMVQ	B00DHKKN6Q	Mobile_Apps	4	2014	11	2014-11-10
UK	R28Q6PY0S46QQZ	B00E8KLWB4	Mobile_Apps	5	2014	10	2014-10-06
US	RKAR0MITB76HR	B005XQLBU4	Mobile_Apps	4	2015	3	2015-03-17
US	RF32498O6NWBX	B00BTJMS1A	Mobile_Apps	5	2013	5	2013-05-22
US	R3G8WNCS2AY7CJ	B007ZGO7EM	Mobile_Apps	5	2013	9	2013-09-14
US	R18MUCODKEH0NN	B007VUA7VO	Mobile_Apps	5	2012	11	2012-11-04
US	R38WNGCS6LIIVV	B00P9TTSK0	Mobile_Apps	5	2015	2	2015-02-28
US	R22LNPRQ11KZOY	B00I8Q77Y0	Mobile_Apps	5	2014	2	2014-02-14
US	R20V6Q43D0ROFY	B00G4ZACLC	Mobile_Apps	3	2015	1	2015-01-13
US	R1RGDA077SUB38	B00P77ZAN8	Mobile_Apps	5	2015	8	2015-08-26
US	RLQ5N3E1U4RVC	B0069G5Z9K	Mobile_Apps	5	2012	9	2012-09-05
US	R10V7E0PCK44T	B009C7ZQM4	Mobile_Apps	5	2013	12	2013-12-03
UK	R1TMZW5SX1TDGG	B007CF2TW8	PC	5	2013	7	2013-07-10
US	R2SRJW1XVJO6HQ	B00DUGCLY4	Mobile_Apps	5	2014	11	2014-11-02
US	R1V5BSNP6I142T	B00HU4ZLTO	Mobile_Apps	5	2014	8	2014-08-07
US	R4RXTDMXJ2OJH	B00CNGA1PS	Mobile_Apps	5	2015	6	2015-06-03
US	R1KVVR2RVNJJV6	B00IVDXAN2	Toys	5	2015	5	2015-05-20
DE	RD2O7M7R4S8X4	B0042HOTZE	Toys	5	2013	4	2013-04-02
US	R115VUKDNY55X8	B008XG1X18	Mobile_Apps	5	2014	4	2014-04-03
US	R9K1NFB4ALAUZ	B0097GVJWQ	Mobile_Apps	4	2015	5	2015-05-28
US	R3J5UBKTPM10NX	B004LOMB2Q	Mobile_Apps	5	2014	2	2014-02-16
UK	R1JCCYNQ6PBAI4	B008Y2FRFO	Mobile_Apps	5	2015	2	2015-02-09
US	R2Q1SLZK89NRRE	B00EDUTGB2	Mobile_Apps	5	2015	5	2015-05-08
US	R3DUL9OMFAAV0R	B008OOYALE	Mobile_Apps	5	2012	11	2012-11-13
US	R2KRBYRVQLV9SP	B00A7W29BE	Mobile_Apps	5	2015	4	2015-04-07
UK	R2I1H5KQMJJSYJ	B0049H9NVW	Toys	4	2013	9	2013-09-04
US	RSFFU285ACX2X	B0097GVJWQ	Mobile_Apps	4	2015	7	2015-07-10
UK	RD01I0ANIOOT7	B00E8KLWB4	Mobile_Apps	4	2015	4	2015-04-05
US	R9LBSLIQ8QR1K	B008JGSM6G	Mobile_Apps	5	2012	7	2012-07-30
US	R6TTK5ALM0CPO	B0075FLTV2	Digital_Music_Purchase	5	2013	5	2013-05-27
US	R1SNHAZ56E33F6	B00AIUUXHC	Mobile_Apps	5	2015	1	2015-01-25
US	R18O0HN8FPL3GK	B009UX2YAC	Mobile_Apps	4	2013	3	2013-03-03
US	R2GIT3JQ35KMNS	B00BD6EJRK	Mobile_Apps	1	2015	8	2015-08-01
US	R1CET2S3Y98U2W	B004XDYJRU	Mobile_Apps	5	2011	4	2011-04-22
US	RDD92JJC1NFL7	B00MNYTWMI	Mobile_Apps	1	2015	3	2015-03-07
US	RETRHXUM3L7ED	B00FAPF5U0	Mobile_Apps	5	2013	12	2013-12-29
US	R3BJP49R3ULI4X	B004VMUS9G	Mobile_Apps	5	2013	3	2013-03-11
US	R293AWEFOKR954	B00F4PM6WG	Mobile_Apps	5	2014	12	2014-12-31
US	R3GVJJMEGSJMVB	B008NNNF7G	Digital_Music_Purchase	4	2013	3	2013-03-15
US	R1EIE5NXNHEZ58	B00GIGGS6A	PC	5	2015	8	2015-08-25
UK	R11GIDC0I3VA23	B00PTB7B34	Mobile_Apps	4	2015	2	2015-02-16
UK	R281NPIV80C99T	B00HH35VFC	Toys	5	2015	3	2015-03-15
US	RRHFXKGJ9PIV5	B00GOZQ2E8	Mobile_Apps	5	2014	3	2014-03-27
DE	R17GYQCLJMZ2QT	B002KCNUH6	Toys	5	2011	1	2011-01-03
US	RQXC01VOA1T5A	B00CSR2J9I	Mobile_Apps	2	2015	4	2015-04-16
US	R3FSV19OVATIX1	B00PTB7B34	Mobile_Apps	5	2015	7	2015-07-22
US	R25FYG8OOC9PBG	B00B7Y0206	Mobile_Apps	5	2014	4	2014-04-15
US	R1VCH63UXQN8ZI	B00FRQ32N4	Mobile_Apps	4	2013	12	2013-12-20
DE	R3VU2S1SVT8TAR	B00HGJ18C2	Mobile_Apps	5	2014	12	2014-12-06
US	RIK9L4IH6URJ7	B00KY7PEAA	Mobile_Apps	5	2014	11	2014-11-28
US	R15R2ZXXGDPVGG	B00BXDOSXS	Mobile_Apps	5	2014	8	2014-08-03
US	R36YK18JT17821	B00G118LYY	Mobile_Apps	1	2013	12	2013-12-31
US	RBNMZ791DE371	B0073LWEXK	Mobile_Apps	3	2015	5	2015-05-02
US	RR67DR16AJZ3M	B007PT3QOQ	Mobile_Apps	4	2014	7	2014-07-09
US	R3HX7PKSLHNOX7	B004GJDQT8	Mobile_Apps	5	2015	7	2015-07-10
US	RRBGBKV50EC2	B00JVZ0DQG	Mobile_Apps	4	2015	8	2015-08-30
US	R3NRD6KASHPZGY	B00F7YHDWC	Mobile_Apps	5	2015	5	2015-05-10
US	RO80VIE1V5HTK	B00AO2P3GA	Mobile_Apps	5	2014	1	2014-01-03
US	R22Y5GZARAWM79	B00DJFIMW6	Mobile_Apps	4	2015	2	2015-02-21
US	R2WIKTE2FWX73	B00EEDJHXA	Mobile_Apps	3	2015	4	2015-04-09
US	R118QDF7H34RIU	B009UX2YAC	Mobile_Apps	5	2015	8	2015-08-15
US	R2BU13DAZ37YF0	B00H3X54FI	Digital_Music_Purchase	5	2014	3	2014-03-08
US	R3FR20YIWEAUSN	B008K8H9C6	Mobile_Apps	2	2012	8	2012-08-17
UK	R1521FFH4TPEXX	B00AREIAI8	Mobile_Apps	3	2013	2	2013-02-03
US	R3R4BQWJSCIEKK	B004MC8CA2	Mobile_Apps	2	2012	4	2012-04-21
US	R28C8ZTBRGYIPU	B007ZGO7EM	Mobile_Apps	5	2014	10	2014-10-28
US	R2E77RG6OF8OSP	B00AECGQF2	Mobile_Apps	5	2014	12	2014-12-02
US	R1CUE2F63IC0KQ	B0063IH60K	Mobile_Apps	5	2012	1	2012-01-18
US	RFK0958CYSCEW	B009KEN87O	Mobile_Apps	5	2013	12	2013-12-28
US	RNGMUWK7O7DXO	B0063IH60K	Mobile_Apps	3	2015	1	2015-01-15
UK	R25OBXV4IF3PK4	B00KA7JIII	Mobile_Apps	3	2014	7	2014-07-26
UK	R38IGZMONOU49I	B00E8KLWB4	Mobile_Apps	4	2014	9	2014-09-28
US	R8479BZ391GSN	B00C7TAF3Y	Mobile_Apps	5	2013	7	2013-07-11
US	R32X7Q8K5RSW0M	B00FAPF5U0	Mobile_Apps	5	2013	12	2013-12-22
US	RZF7CLEYQ1M6O	B000AMJC2K	Office Products	5	2012	8	2012-08-30
DE	R2XOD6JXCR8K20	B00992CF6W	Mobile_Apps	4	2015	4	2015-04-01
US	R1WWADBW054TM7	B00FG1Q5J8	Mobile_Apps	5	2014	2	2014-02-03
US	R2NX319IIP2KCG	B006DJ2JSI	Mobile_Apps	5	2013	8	2013-08-27
US	R1EPTX976U5PRH	B00DHKKN6Q	Mobile_Apps	4	2014	4	2014-04-02
UK	R12W3CX8UXQKM4	B00594XOZU	Mobile_Apps	5	2015	6	2015-06-04
US	R13LCIJ12ODGUF	B004MC8CA2	Mobile_Apps	5	2012	3	2012-03-28
UK	R2ULI75OQZE8X2	B00FEMJF6O	Mobile_Apps	5	2013	12	2013-12-16
US	R1MTJXPFMFZX9K	B00AF6MF9I	Mobile_Apps	5	2014	4	2014-04-04
UK	R3M8SIM51BZDBF	B00GO3CNZM	Digital_Music_Purchase	5	2014	6	2014-06-15
US	R13U769G6XOH5N	B0067Q42BY	Mobile_Apps	5	2012	4	2012-04-28
US	R3GYAJ71SFA3LP	B00E8KLWB4	Mobile_Apps	4	2014	8	2014-08-25
US	R1TI5OIA9JQWVA	B000VWGYHU	Digital_Music_Purchase	5	2013	4	2013-04-21
US	R2NVEDSFQDQ4CB	B00AECDDYY	Mobile_Apps	1	2014	7	2014-07-22
US	R1HTR2XNVSGQS5	B0086700CM	Mobile_Apps	5	2012	12	2012-12-02
US	RHIJXV079WLGG	B0054JZC6E	Mobile_Apps	1	2012	1	2012-01-24
US	RFHCARUXV14N7	B005XOPEOU	Digital_Music_Purchase	5	2011	10	2011-10-25
US	R5S5GETBXPBKF	B007SYWFRM	Mobile_Apps	5	2015	1	2015-01-25
US	R2X5WUDMAMTW4X	B008XG1X18	Mobile_Apps	2	2015	1	2015-01-08
UK	R1TCBHHGDFL1U4	B007BT0RKG	Mobile_Apps	5	2013	8	2013-08-29
US	RISG8UU751Y46	B007BZM3HK	Digital_Music_Purchase	5	2012	12	2012-12-07
US	R178MVZLAJB2O2	B006ON41FC	Mobile_Apps	5	2012	2	2012-02-18
US	RIHUXDB8EY5SK	B0063IH60K	Mobile_Apps	5	2014	10	2014-10-16
US	RM69374ZZDGIT	B00AIUUXHC	Mobile_Apps	5	2015	8	2015-08-26
US	R2991H87DWYOG5	B00992CF6W	Mobile_Apps	1	2013	1	2013-01-02
US	RCI74NENVZ0U1	B00JBEI7VK	Mobile_Apps	5	2015	8	2015-08-22
US	R3KHWYHRIRPF3B	B005UDD1R6	Mobile_Apps	1	2012	1	2012-01-14
US	R1YNKKWY3XR0WX	B00IVFCIFG	Toys	5	2014	11	2014-11-24
US	RLCT4760S4A3W	B0086700CM	Mobile_Apps	5	2012	5	2012-05-28
US	R3DF5DEYSKZ9U2	B00GTCECVG	Mobile_Apps	2	2014	2	2014-02-01
UK	RK0XOBHGFRBGE	B004357970	Digital_Music_Purchase	5	2014	11	2014-11-27
US	R21RB5K9H2O30N	B006R8GK2Q	Mobile_Apps	4	2015	7	2015-07-25
US	R1JWONM1LH7GN8	B00FEMJF6O	Mobile_Apps	5	2013	12	2013-12-01
DE	R3FIDK56FUQBAZ	B008TT7CXW	PC	5	2014	3	2014-03-01
FR	R2NFYO2Q5XH45R	B00M55C0NS	PC	4	2015	2	2015-02-18
US	R3PRBYXEOEB6NS	B0066WJLU6	Mobile_Apps	5	2013	4	2013-04-23
US	R21BU5UP957RJ	B0054JZC6E	Mobile_Apps	5	2012	5	2012-05-03
DE	R2SJI4GLYIKPC2	B004YF6MHW	Mobile_Apps	5	2013	6	2013-06-07
UK	R2O4BL2DYJ7GUB	B004SJ3BCI	Mobile_Apps	5	2013	1	2013-01-06
DE	R3MNRUQSI490XM	B0002EQU6C	PC	5	2013	11	2013-11-09
US	RK8VFJYMUZ6G5	B006ZS4J4E	Toys	5	2014	12	2014-12-21
DE	R23HHYSAJQTOEQ	B0081SPK0I	Mobile_Apps	3	2013	1	2013-01-29
US	R35TZR3CX9J93N	B009TZBEKW	Digital_Music_Purchase	5	2013	9	2013-09-13
UK	R3EMWX6N7FVJW2	B00FAPF5U0	Mobile_Apps	5	2014	10	2014-10-03
DE	R3T2NDX5V6NKNH	B0063GORYU	Mobile_Apps	5	2012	12	2012-12-26
UK	R3TJ05A5Z0F9Z9	B00FWPWNKS	Mobile_Apps	5	2013	11	2013-11-10
US	R3A36UHA9C4JJ	B00P9QQ0IG	Mobile_Apps	5	2015	5	2015-05-23
US	R2S3OQ5Z1INZS2	B008DM4OTA	Mobile_Apps	5	2013	2	2013-02-04
US	R27LN6SW6FHCXI	B00A3NQNUU	Mobile_Apps	5	2014	6	2014-06-22
JP	RKHKU9AGCDG5L	B008APX4P0	PC	5	2012	7	2012-07-23
DE	R2IO326WK64HYZ	B00IK9EZHW	Mobile_Apps	1	2014	8	2014-08-12
UK	R8UQUBHC20HPL	B00785P2QC	Mobile_Apps	4	2015	8	2015-08-22
UK	R16TPMN0KOTCLS	B00E8KLWB4	Mobile_Apps	4	2015	4	2015-04-29
UK	R1E25C2DR2WOX1	B00DJFIMW6	Mobile_Apps	5	2013	7	2013-07-26
UK	R3QPPQJ1XHMFL	B004GCPJDQ	PC	4	2013	1	2013-01-16
UK	R363NR4HMMWIDK	B00TEAVEY8	Mobile_Apps	5	2015	8	2015-08-04
US	R3BZ64V40SWTJK	B00594XOZU	Mobile_Apps	5	2015	8	2015-08-18
UK	R1LFUFNFFFOB	B00IG2DOKM	Mobile_Apps	5	2015	7	2015-07-19
US	R34Q232EY4R8QW	B009ZZDNT6	Mobile_Apps	5	2014	2	2014-02-24
US	R7S9GHUB5Z595	B0009P5YXO	Toys	3	2012	1	2012-01-23
US	R3RC1HATHPCGHV	B00F8GYC1Y	Mobile_Apps	4	2014	1	2014-01-03
US	RMBWHEQHWJ8IV	B00FAPF5U0	Mobile_Apps	4	2014	9	2014-09-12
US	R14JB46XAZ4B6W	B00FEMJF6O	Mobile_Apps	4	2014	5	2014-05-30
UK	R1E217G8QT0YD7	B000W7JWUA	Toys	5	2015	5	2015-05-16
UK	R33PG5LRZEO2TC	B004V98UKS	Mobile_Apps	2	2014	10	2014-10-25
UK	R1L5HXMJGEMFK8	B00AO2P3GA	Mobile_Apps	4	2013	1	2013-01-07
US	R1HP9THBD03NRI	B00BFUUMO8	Mobile_Apps	2	2014	10	2014-10-15
US	R2CNFI8LPUJ068	B00QW8TYWO	Mobile_Apps	5	2015	3	2015-03-25
US	R2PN2WDBU7EBNW	B007VUA7VO	Mobile_Apps	3	2013	1	2013-01-11
UK	R39RZ47IOALO3I	B00E8KLWB4	Mobile_Apps	3	2014	4	2014-04-22
DE	R3QNZ3MEM3FOH	B005D9MUWY	Mobile_Apps	5	2013	9	2013-09-01
US	R1L7B8795DL5L1	B00E8KLWB4	Mobile_Apps	5	2013	8	2013-08-28
US	R2J6VEPYEEU91I	B008I43DYU	Mobile_Apps	5	2014	5	2014-05-22
UK	RLZNZ30BLJDI5	B00IINPXLW	Mobile_Apps	5	2015	1	2015-01-27
US	R1CUHKUX6A06QM	B00BFUUMO8	Mobile_Apps	4	2013	3	2013-03-13
US	R1WK76EB7LWVHP	B00B2V66VS	Mobile_Apps	1	2014	5	2014-05-02
UK	R1Z4KEGJW1N03P	B00QLVY7J2	Mobile_Apps	1	2015	7	2015-07-17
US	R51MYH4UTEXT1	B0055SWM08	Mobile_Apps	5	2013	3	2013-03-17
US	R1KFVB8XGYD38S	B00DJFIMW6	Mobile_Apps	5	2013	11	2013-11-20
US	RIK44DFMIJRJS	B00JVZ0DQG	Mobile_Apps	4	2014	6	2014-06-05
US	R1TFVY6I76ZC80	B0067Q42BY	Mobile_Apps	5	2012	2	2012-02-19
US	R3J0FMOG6WUXHY	B00F7YHDWC	Mobile_Apps	4	2014	8	2014-08-31
UK	R3TPO4E521U8YB	B00E8KLWB4	Mobile_Apps	5	2014	12	2014-12-27
UK	RET3A8GGPNS46	B008469DGY	Mobile_Apps	4	2012	12	2012-12-02
US	R208EIIADDR30C	B00900NAFI	Mobile_Apps	5	2014	8	2014-08-09
UK	RIQDP638OKFDV	B00DUGCLY4	Mobile_Apps	5	2014	3	2014-03-29
US	R2GJLP73G4NTLO	B00I8Q77Y0	Mobile_Apps	5	2014	2	2014-02-09
US	R5Q9XESF2DKZW	B00MNYTWMI	Mobile_Apps	4	2014	10	2014-10-01
US	RST72E5DXTER3	B004SUWR2C	Mobile_Apps	4	2012	9	2012-09-06
US	R2Y9FARLDBTH39	B00FAPF5U0	Mobile_Apps	5	2014	11	2014-11-13
US	R1JT0TTRFDDSO6	B00MNYTWMI	Mobile_Apps	5	2015	1	2015-01-03
US	R1IMARRW4WMXWT	B00DUGCLY4	Mobile_Apps	5	2015	1	2015-01-23
US	R2JK4CG3YLP6GD	B008JGSM6G	Mobile_Apps	5	2012	9	2012-09-23
UK	R2TJ1QLH9IYB5G	B00DUGCLY4	Mobile_Apps	4	2015	6	2015-06-07
US	R2DVJTVBDLYFUT	B007SY3CEW	Mobile_Apps	4	2012	8	2012-08-19
UK	R2JIGW3V7ZZ1C1	B00C7TAF3Y	Mobile_Apps	5	2013	5	2013-05-10
US	R2POVNL1FZQHR1	B007PT3QOQ	Mobile_Apps	5	2013	7	2013-07-11
US	R173KOLI0EYLEH	B00HLBDYZO	Toys	5	2014	7	2014-07-17
US	R1VSRBRASLUVSC	B00BEF1AEK	Mobile_Apps	4	2013	11	2013-11-14
US	R3SJHJ5TSPYFCX	B0087240Z4	Digital_Music_Purchase	3	2012	8	2012-08-14
DE	R3N6FKSZD96KEJ	B007BFSYMS	Mobile_Apps	4	2015	2	2015-02-22
US	R2Y5SJ58GK5A3V	B00QW8TYWO	Mobile_Apps	5	2014	12	2014-12-29
US	R287RRC6Y4E3VC	B00KT6MYX6	Mobile_Apps	5	2014	6	2014-06-21
US	R1LASMQ3PYVCGM	B009UX2YAC	Mobile_Apps	4	2015	1	2015-01-27
US	R1UBZ0V83F3HKE	B000VSAEYI	Toys	5	2013	8	2013-08-07
US	R2A0VD2O7K5CBP	B00QW8TYWO	Mobile_Apps	5	2015	8	2015-08-05
UK	R17OPO9Y66HJZ8	B006LS7DQE	Mobile_Apps	5	2014	8	2014-08-17
US	R37TGA14896430	B00QTCRC54	Digital_Music_Purchase	5	2015	4	2015-04-30
US	RINN537M5VA43	B004DLPXAO	Mobile_Apps	5	2014	12	2014-12-30
US	R3MRDASFY6EX52	B008ZOHCKE	Mobile_Apps	4	2014	1	2014-01-13
US	R16J35MX3EUKB6	B004FOA84A	Mobile_Apps	5	2011	12	2011-12-30
US	R1HQGMTV80EWCM	B00E8KLWB4	Mobile_Apps	4	2014	1	2014-01-07
US	RXGBEJ7ULKO9V	B004MC8CA2	Mobile_Apps	5	2012	1	2012-01-30
US	R3CTNY7C5B7G89	B00FVVR2ZO	Mobile_Apps	5	2014	7	2014-07-27
US	R1AWHSHMBWOWG7	B007EC27QM	Mobile_Apps	5	2015	1	2015-01-04
UK	R3IQOGUSVA9QL6	B007JM4CWY	Mobile_Apps	5	2013	4	2013-04-11
US	R1I9T1GE3CEEOQ	B00F8L2VO4	Mobile_Apps	2	2014	1	2014-01-14
UK	RM44Q1IIKZA1A	B008ZOHCKE	Mobile_Apps	4	2014	3	2014-03-09
UK	RMQDFBD4I4DEH	B00AFCEIB0	Mobile_Apps	5	2013	8	2013-08-21
US	R33N1X2PS9IR6X	B00KMX5V8G	Mobile_Apps	5	2015	3	2015-03-29
US	R2J6307JAIFCIJ	B00HGJ18C2	Mobile_Apps	4	2014	8	2014-08-13
US	R2IBQDBS77NPZN	B0080XN3C6	Digital_Music_Purchase	5	2013	1	2013-01-09
US	R24NG4HGMTJU15	B0094BB4TW	Mobile_Apps	5	2014	7	2014-07-22
US	RQUIWPXTB2EAH	B009C7ZQM4	Mobile_Apps	5	2013	11	2013-11-02
DE	R2PBQACS76BAA8	B006ZS4F0C	Toys	5	2013	8	2013-08-13
US	R36IZLG8HSB6OJ	B00F0AI9Y4	Digital_Music_Purchase	5	2014	3	2014-03-21
UK	RZUIJJ31AGHLB	B007VUA7VO	Mobile_Apps	5	2012	12	2012-12-06
US	ROSD1LMIPSOP6	B00FVVR2ZO	Mobile_Apps	4	2014	10	2014-10-27
US	R3K7S8KWC2FN7X	B008XG1X18	Mobile_Apps	5	2014	5	2014-05-09
US	R3ONKT4O0Y7O3E	B00DVKOYBM	Mobile_Apps	5	2015	2	2015-02-27
US	R2KEZLPQ24O7ZA	B008X9Z37A	PC	5	2013	8	2013-08-27
US	RE36QPBDXKIDI	B00HGJ18C2	Mobile_Apps	5	2014	6	2014-06-29
US	R3U8LFNL1343ES	B004MC8CA2	Mobile_Apps	5	2014	10	2014-10-01
US	R3SE4HCQ8MQKE1	B00DUGCLY4	Mobile_Apps	4	2014	8	2014-08-08
US	R2RN0JRVJXUK6K	B00QW8TYWO	Mobile_Apps	5	2014	12	2014-12-20
US	R3ASBZNHCE7ZAP	B00GTCECVG	Mobile_Apps	4	2015	2	2015-02-26
US	R1T3WYSP8OC2GS	B00F7YHDWC	Mobile_Apps	5	2013	9	2013-09-26
US	R3E4QOBA83AW66	B004EFYZ1C	Mobile_Apps	5	2014	1	2014-01-21
US	R275K785PCJDCJ	B0066W1AZK	Mobile_Apps	4	2012	4	2012-04-19
US	RAY9KSV4D07MP	B009ZZDNT6	Mobile_Apps	5	2013	11	2013-11-11
US	R2QZG4EWJIH0VH	B00DGKQF2S	Digital_Music_Purchase	5	2013	8	2013-08-02
US	R2H15LYQPR3AJP	B00ANW33CM	Mobile_Apps	2	2013	4	2013-04-17
UK	R23TO47RBUAA49	B00BTYP6QE	Mobile_Apps	1	2014	7	2014-07-12
US	R1HRFHLCNRPD0G	B00632HWOG	Mobile_Apps	5	2015	7	2015-07-09
US	R29MJQ9OAY5BK8	B00AREIAI8	Mobile_Apps	5	2013	3	2013-03-31
US	R29WX47B5PWD3H	B00DVKOYBM	Mobile_Apps	1	2014	2	2014-02-25
UK	R1J3G80MZ0U7HM	B00W3V83QW	Mobile_Apps	4	2015	5	2015-05-10
US	R1910Y0XSCGN6P	B004MC8CA2	Mobile_Apps	5	2012	1	2012-01-28
US	RUB6YD92EZ74B	B00IKZX1ZI	Mobile_Apps	5	2014	3	2014-03-06
US	R1P15I52TI5TOI	B00DQC2FPM	Toys	5	2014	1	2014-01-09
US	RC9V772J4YSPX	B00AESN8XY	Mobile_Apps	2	2014	4	2014-04-07
UK	R2TDT9VDYYYMCS	B00FF8OKJE	Mobile_Apps	1	2013	12	2013-12-10
US	R3GUN4E240C5MY	B00CE03UOC	Mobile_Apps	5	2013	11	2013-11-30
US	R3JBHSWODC33AU	B008NMT684	Mobile_Apps	5	2013	4	2013-04-15
US	R3FMC690YZY7FH	B009KS4XRO	Mobile_Apps	4	2014	10	2014-10-07
US	R2ISKNJQ8FJIAG	B005K17RU0	Mobile_Apps	5	2013	2	2013-02-02
US	R1BGVAJ33LN2TR	B00DNLXDUW	Mobile_Apps	1	2014	1	2014-01-14
US	R37LQ2ZLWYSJFL	B008K8H9C6	Mobile_Apps	5	2015	4	2015-04-19
DE	R29QE9H816MWA8	B00QW8TYWO	Mobile_Apps	5	2015	3	2015-03-10
US	R1S6G1C5MJBEDK	B009C7ZQM4	Mobile_Apps	4	2013	8	2013-08-13
US	R3TTMZQCEPPHHX	B008M721MS	Mobile_Apps	3	2013	11	2013-11-30
UK	R5WRJ3XCLTGKT	B0044RUSZM	PC	5	2013	12	2013-12-12
US	R2H97OF6XXC2EG	B004XDYJRU	Mobile_Apps	3	2014	12	2014-12-28
UK	R1UMCV5M4QSNPQ	B00C2VIA52	Mobile_Apps	4	2013	8	2013-08-26
US	RRG0DGPZO1PK2	B0042HOTUO	Toys	5	2014	11	2014-11-20
US	R1L5ZRFLWYZMKH	B004JK61K0	Mobile_Apps	5	2014	1	2014-01-01
US	RUINR8F4HQM03	B0095VPAVE	PC	5	2013	11	2013-11-13
US	R37OZZUHKG4B8G	B00M55C0LK	PC	5	2015	8	2015-08-22
US	R3LJ0BR56BO5TB	B008B92U32	Mobile_Apps	5	2013	3	2013-03-24
US	R14L519Z3U0W90	B0063IH60K	Mobile_Apps	4	2015	5	2015-05-29
US	R1ZQE1XZZJWVLI	B0050DZN4K	Mobile_Apps	5	2015	6	2015-06-14
US	R3A0T5B5AODXUI	B007TNQ7EY	Mobile_Apps	5	2013	6	2013-06-20
US	R27SKREL30ANRJ	B006GWO5NE	PC	5	2015	1	2015-01-21
US	R2MM3LWUX2QYRW	B00I8Q77Y0	Mobile_Apps	5	2014	3	2014-03-18
US	R3U8D1VFA33LA	B004FOA84A	Mobile_Apps	5	2011	4	2011-04-22
US	R3RAFESSDU2LDN	B00BV1OT0O	Toys	5	2013	8	2013-08-17
US	RN2608UYVDFPM	B00AREIAI8	Mobile_Apps	5	2013	5	2013-05-21
US	R3UH49OFL52VEG	B00U7VDC7A	Mobile_Apps	4	2015	3	2015-03-20
DE	R2V5B818YVVUJS	B001RX9YHY	Digital_Music_Purchase	5	2013	2	2013-02-08
US	RR8N2L212WY92	B00992CF6W	Mobile_Apps	5	2014	10	2014-10-05
US	R1B2G5BDYPUIHZ	B00HGJ18C2	Mobile_Apps	2	2014	10	2014-10-02
UK	R3EI5AS3H3RMYK	B00I8Q77Y0	Mobile_Apps	5	2014	3	2014-03-02
US	R11G3OI2Y7Y0DU	B00DJFIMW6	Mobile_Apps	5	2014	1	2014-01-06
US	R3C9W29L0ZXHL2	B006ON41FC	Mobile_Apps	5	2012	4	2012-04-23
DE	R3B11SMVQ73YGK	B00LNP9H0K	Mobile_Apps	3	2014	9	2014-09-23
DE	R3NAFQDAAGODNM	B00A2BLYLQ	Digital_Music_Purchase	5	2013	3	2013-03-30
US	RIK9KKIYRU1O6	B006NFKUF6	Mobile_Apps	1	2012	5	2012-05-06
US	R2UEHGG4XKFJSJ	B006BGZJJ4	PC	4	2014	11	2014-11-24
US	R28M7GWDNBKPCL	B00QYI3PJU	Mobile_Apps	4	2015	5	2015-05-30
US	R2WS6A3AB5MRYN	B00FATEJYE	Mobile_Apps	5	2014	10	2014-10-03
US	RBXXXYOVRCTZA	B008M721MS	Mobile_Apps	1	2014	4	2014-04-15
