"review","brand","variety","style","country","stars"
2094,"Nongshim","Champong Noodle Soup Spicy Seafood Flavor","Pack","South Korea",5
2093,"Oni Hot Pot","Seaweed Flavour Noodle","Pack","Taiwan",2
2092,"Doll","Instant Noodle Preserved Vegetable Flavour","Pack","Hong Kong",4
2091,"MyKuali","Penang Hokkien Prawn Noodle Authentic Taste","Cup","Malaysia",5
2090,"Nissin","Nupasta Salmon In White Sauce Flavour Instant Noodle","Pack","Hong Kong",5
2089,"Nissin","Big Cup Noodles Seafood Curry Flavour","Cup","Hong Kong",5
2088,"Nissin","Demae Iccho Beef Flavour Instant Noodle","Bowl","Hong Kong",4
2087,"Nissin","Mie Goreng Indonesia Stir Noodle Original Flavour","Pack","Hong Kong",4
2086,"Nissin","Demae Ramen Sesame Flavour Instant Noodles","Pack","Hong Kong",5
2085,"Fuku","Superior Soup Instant Rice Vermicelli","Bowl","Hong Kong",5
2084,"Nissin","Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle","Pack","Hong Kong",5
2083,"Nissin","Taisho Fried Noodle Sesame Paste Flavour Instant Noodle","Pack","Hong Kong",5
2082,"Nissin","Cup Noodles Pork Chowder Flavour","Cup","Hong Kong",4
2081,"Nissin","Cup Mifun Spicy Beef Flavour","Cup","Hong Kong",4
2080,"Fuku","Non-Fried Superior Soup Noodle","Pack","Hong Kong",4
2079,"Nissin","Nupasta Carbonara Flavour Instant Noodle","Cup","Hong Kong",5
2078,"Nissin","Demae Iccho Curry Beef Flavour","Cup","Hong Kong",4
2077,"Nissin","Cup Noodles Big Spicy Seafood Flavour","Cup","Hong Kong",5
2073,"Great Value","Spicy Ramen Noodles","Pack","Canada",4
2072,"Maruchan","Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen","Bowl","USA",5
2071,"A-Sha Dry Noodle","Tainan Noodle Original Sauce","Pack","Taiwan",5
2068,"Maggi","Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng","Pack","Australia",5
2066,"Marutai","Hakata Tonkotsu Ramen","Pack","Japan",5
2065,"Four Seas","Kung Tak Lam Vegetarian Noodle (Mushroom)","Pack","Hong Kong",3
2064,"Nongshim","Arrabiata Rice Bucatini","Pack","USA",5
2060,"Nissin","Cup Noodle Light+ Cheese Fondue","Cup","Japan",5
2056,"Koyo","Garlic Pepper Reduced Sodium Ramen","Pack","USA",0
2055,"Nissin","Tokyo Tokunou Gyokai Tonkotsu","Bowl","Japan",5
2049,"Ottogi","Ramyon Sabor A Res","Pack","Mexico",4
2047,"Oni Hot Pot","XO Sauce Noodle","Pack","Taiwan",5
2046,"E-Zee","Perisa Asam Pedas Mi Segera","Pack","Malaysia",4
2040,"Nissin","Cup Noodles Sabor Franhp Com Requeijao","Cup","Brazil",5
2039,"Tokushima Seifun","Yakibuta Ramen","Bowl","Japan",5
2031,"CarJEN","Otentiq Cheezy Curry Instant Noodles (Improved Taste)","Pack","Malaysia",5
2029,"Singa-Me","Instant Noodles Beef Flavour","Cup","Australia",2
2027,"Nissin","Shinshu Miso Ramen","Bowl","Japan",5
2025,"Urban Noodle","Authentic Street Food Chow Mein","Cup","UK",2
2023,"Urban Noodle","Authentic Street Food Black Bean","Cup","UK",0
2022,"Urban Noodle","Authentic Street Food Thai Red Curry","Cup","UK",3
2021,"Urban Noodle","Authentic Street Food Satay","Cup","UK",5
2018,"Pulmuone","Noodle With Spicy Oyster Soup","Pack","South Korea",4
2017,"Samyang Foods","Honey & Cheese Big Bowl","Bowl","South Korea",0
2015,"E-Zee","Perisa Kari Mi Segera (Improved Taste)","Pack","Malaysia",5
2012,"MAMA","Vegetarian Instant Noodles Shiitake Flavour","Pack","Thailand",2
2011,"Trident","2 Minute Laksa Flavour Noodles","Pack","Australia",2
2009,"Conimex","Oriental Noodles Soto Ajam","Cup","Netherlands",3
2003,"Nissin","Raoh Rich Miso Flavor","Bowl","Japan",5
2001,"Nissin","Cup Noodle Big Seafood Clam Chowder","Cup","Japan",4
2000,"Nissin","Chikin Ramen Donburi","Bowl","Japan",5
1994,"Nissin","Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen)","Bowl","Japan",5
1993,"Nissin","Raoh Tonkotsu","Pack","Japan",5
1991,"Nissin","Cup Noodle Milk Chikin Ramen","Cup","Japan",5
1985,"Prima Taste","Singapore Prawn Soup La Mian","Pack","Singapore",5
1983,"Tokushima Seifun","Tokushima Ramen","Pack","Japan",4
1982,"Master Kong","Assorted Pork Bone Noodle","Pack","China",4
1974,"Samyang Foods","Cheese Curry Ramyun","Pack","South Korea",5
1970,"MyOri","Malaysia Penang Red Curry Noodle","Pack","Malaysia",5
1965,"MyKuali","Penang Spicy Prawn Soup Noodle Authentic Taste","Pack","Malaysia",5
1964,"MAMA","Instant Noodles Coconut Milk Flavour","Pack","Myanmar",5
1960,"Kabuto Noodles","Chilli Chicken Ramen","Cup","UK",4
1959,"Myojo","Charumera Shoyu Ramen","Pack","Japan",4
1958,"IbuRamen","Mi Goreng Bento Noodles In A Box Curry Masala Flavour","Tray","USA",4
1957,"MAMA","Cup Vegetarian Instant Noodles Tom Yum Flavour","Cup","Thailand",4
1956,"Maruchan","Spicy Tomato Salsa Ramen","Cup","Japan",0
1954,"Koh Thai","Island Of Flavours Spicy Thai Chicken Instant Noodles Soup","Pack","Netherlands",2
1953,"Prima Taste","Singapore Fish Soup La Mian","Pack","Singapore",5
1950,"Fujiwara","Red King Crab Flavour Ramen","Pack","Japan",4
1947,"Prima Taste","Singapore Laksa Wholegrain La Mian","Pack","Singapore",5
1944,"Wei Lih","GGE Noodle Snack Wheat Crackers Hot Spicy","Pack","Taiwan",5
1943,"New Touch","Sugomen Niigata Seabura Shoyu Ramen","Bowl","Japan",5
1940,"Nissin","Cup Noodle Pasta Style Bolognese","Cup","Japan",5
1939,"MAMA","Instant Noodles Shrimp Creamy Tom Yum Flavour","Pack","Myanmar",5
1938,"Nissin","Donbei Kamodashi Soba","Bowl","Japan",5
1936,"Fortune","Rice Noodle Coconut Curry","Pack","USA",1
1934,"Love Cook","Guanmiao Dried Noodles With Spicy Sauce","Pack","Taiwan",5
1928,"Bamee","Instant Noodles Oriental Style Chicken Flavour","Pack","Thailand",3
1926,"Nissin","Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup","Bowl","USA",4
1925,"Prima","Juzz's Mee Creamy Chicken Flavour","Pack","Singapore",5
1916,"Nissin","Soba Fried Noodles Teriyaki","Pack","Germany",3
1914,"Prima","Juzz's Mee Curry Flavour","Pack","Singapore",5
1913,"Thai Smile","Mushroom Rice Noodle Soup Bowl","Bowl","USA",0
1911,"Nissin","Emergency Chikin Ramen Cup Noodle","Cup","Japan",5
1910,"Nissin","Chow Mein Pad Thai","Tray","USA",3
1907,"Prima Taste","Singapore Curry Wholegrain La Mian","Pack","Singapore",5
1904,"Bonasia","Instant Noodles Duck Flavour","Pack","Hungary",3
1902,"MAMA","Seafood Tom Yum Sichek Flavour","Pack","Myanmar",5
1901,"Prima","Juzz's Mee Original Spicy Flavour","Pack","Singapore",5
1900,"Ibumie","Always Mi Goreng Perisa Kari Kapitan","Pack","Malaysia",5
1898,"Master Kong","Spicy Fish Noodle","Bowl","China",3
1895,"Maruchan","Seimen Houjyun Koku Shoyu","Bowl","Japan",5
1893,"Nissin","Cup Noodle Sio","Cup","Japan",5
1892,"Ottogi","Cheese Ramen","Pack","South Korea",4
1885,"Myojo","Ramen Char Mee 100","Pack","Singapore",3
1883,"Myojo","Mee Goreng","Pack","Singapore",4
1878,"Myojo","Extra Spicy Singapore Curry Big Bowl","Bowl","Singapore",5
1875,"Sapporo Ichiban","Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth","Pack","USA",5
1873,"Vedan","Wei Wei A Instant Noodles Chicken Flavor","Bowl","Taiwan",0
1872,"Itsuki","Hakata Ossyoi","Pack","Japan",5
1868,"Marutai","Kuroma-yu Tonkotsu Kumamoto Ramen","Bowl","Japan",4
1867,"Yum Yum","Premier Bowl Instant Noodles Stewed Pork Flavour","Bowl","Thailand",4
1866,"MyKuali","Penang Spicy Prawn Soup Noodle","Pack","Malaysia",5
1864,"Nissin","Raoh Ramen Noodle Soup Umami Tonkotsu Flavor","Pack","USA",5
1863,"Baijia","Broad Noodle Pickled Vegetable Artificial Beef Flavor","Pack","China",0
1859,"Mama","Instant Noodles chicken Green Curry Flavour","Pack","Cambodia",5
1858,"Myojo","Wantan Men","Bowl","Japan",5
1856,"Indomie","Instant Cup Noodles Mi Goreng Fried Noodles","Cup","Indonesia",5
1855,"Daraz","Negi Man Ramen","Pack","Japan",3
1848,"MyKuali","Penang Red tom Yum Goong Noodle (New Version)","Pack","Malaysia",5
1847,"Conimex","Oriental Noodles Hot & Spicy","Pack","Netherlands",3
1844,"Seven & I","Gold Sumire Ramen","Bowl","Japan",5
1842,"Forest Noodles","Purple Sweet Potato Noodles With Taiwanese Sauce","Pack","Taiwan",5
1841,"Forest Noodles","Sunbaked Noodles With Spicy Sauce","Pack","Taiwan",4
1839,"Vit's","Taste Of Malaysia Penang White Curry Ramen","Pack","Malaysia",5
1837,"Vit's","Taste Of Malaysia Penang Hokkien Mee Ramen","Pack","Malaysia",5
1836,"Vit's","Taste Of Malaysia Penang White Curry Fried Instant Noodle","Pack","Malaysia",5
1835,"Vit's","Taste Of Malaysia Penang Asam Laksa Ramen","Pack","Malaysia",5
1834,"Vit's","Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle","Pack","Malaysia",5
1831,"Kuriki","Plum Mayo Ramen","Pack","Japan",4
1829,"Tseng Noodles","Hu Sesame Flavor","Pack","Taiwan",5
1828,"Tseng Noodles","Scallion With Sichuan Pepper  Flavor","Pack","Taiwan",5
1827,"Nongshim","Zha Wang ((Jjawang) Noodles With Chajang Sauce","Pack","South Korea",5
1824,"Nongshim","Soon Veggie Noodle Soup","Cup","USA",5
1823,"MyKuali","MeeKuali spicy Fried Noodle","Pack","Malaysia",4
1819,"Yum Yum","Premier Bowl Instant Noodles Suki Flavour","Bowl","Thailand",5
1817,"Hao Way","Penang Vegetarian Prawn Instant Bowl Noodles","Bowl","Malaysia",4
1815,"Nakaya Shouten","Hingya no Shio Ramen","Pack","Japan",4
1814,"Koh Thai","Island Of Flavours Tom Yum Instant Noodles Soup","Pack","Netherlands",3
1810,"MyKuali","Penang White Curry Noodle (New Version)","Pack","Malaysia",5
1805,"Mama","Oriental Style Instant Noodles Tandoori Flavour","Pack","Bangladesh",4
1803,"Mama","Vegetarian Instant Noodles Tom Yum Flavour","Pack","Thailand",4
1795,"Azami","Kimchee Flavour Noodle Soup","Pack","Canada",0
1794,"Vit's","Shallot Chicken Instant Noodles","Pack","Malaysia",3
1788,"Super","Curry Flavour Noodles","Cup","Malaysia",3
1787,"Pama","Kua Teaw Segera","Pack","Malaysia",4
1784,"Torishi","Hakata Tonkotsu Ramen","Pack","Japan",5
1782,"Western Family","Beef Flavour Instant Noodles","Pack","Canada",0
1781,"MyKuali","Penang Hokkien Prawn Soup Rice Vermicelli (Bihun)","Bowl","Malaysia",5
1778,"JML","Spicy King Spicy Chicken","Pack","China",5
1776,"JML","Spicy King Bowl Noodle Spicy Chicken","Bowl","China",5
1774,"JML","Spicy King Spicy Pork","Pack","China",5
1773,"JML","Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour","Bowl","China",4
1772,"JML","Spicy King Spicy Beef","Pack","China",5
1769,"Mamee","Chef Lontong Flavour","Pack","Malaysia",5
1768,"New Touch","Negi Miso No Ippin Ramen","Bowl","Japan",5
1767,"Mama","Instant Noodles Shrimp Tom Yum Flavour","Pack","Cambodia",4
1762,"Mom's Dry Noodle","Sesame & Pepper","Pack","Taiwan",4
1761,"Authentically Asian","Natural Quality Foods Pad Thai Noodle Bowl","Bowl","USA",1
1759,"Nissin","Cup Noodles Moo Manao Flavour","Cup","Thailand",4
1755,"Mama","Oriental Style Instant Noodles Hot & Spicy Flavour","Pack","Bangladesh",4
1754,"Paldo","King Bowl Super Spicy Pan Stirfried Noodle","Bowl","South Korea",5
1751,"Mom's Dry Noodle","Spicy & Sour Flavor","Pack","Taiwan",5
1750,"Mi Sedaap","Instant Cup Mi Kuah Rasa Soto","Cup","Indonesia",5
1749,"Yum Yum","Jumbo Instant Noodles Tom Yum Kung Creamy Flavour","Pack","Thailand",5
1748,"Azami","Chili Chicken Flavour Noodle Soup","Cup","Canada",3
1744,"A-Sha Dry Noodle","Veggie Noodle Baby Grass Noodle With Toona Sauce","Pack","Taiwan",5
1736,"Mamee","Monster Snek Mi Pedas","Pack","Malaysia",5
1735,"Master Kong","Tomato Sauce Instant Noodle","Bowl","China",4
1731,"Mama","Instant Noodles Creamy Shrimp Tom Yum Flavour","Pack","Cambodia",5
1727,"Wei Lih","Jah Jan Men","Bowl","Taiwan",5
1726,"Vina Acecook","Oh! Ricey Pho Ga","Bowl","Vietnam",3
1720,"Mamee","Chef Lontong Flavour","Cup","Malaysia",5
1717,"Lee Fah Mee","Sarawak White Laksa Instant Noodle","Pack","Sarawak",4
1713,"CarJEN","Otentiq Cheezy Mushroom Instant Noodles","Pack","Malaysia",5
1711,"Hao Way","Vegetarian Penang Laksa","Pack","Malaysia",4
1710,"Chering Chang","Instant Non-Fried Noodles Vegetable Curry Flavor","Pack","Taiwan",5
1709,"Asia Gold","Instant Noodles With Shrimp Flavouring","Pack","Hungary",4
1708,"The Kitchen Food","Sibu Instant Kampua Original","Pack","Sarawak",4
1700,"A-Sha Dry Noodle","Hakka Flat Noodle With Za Jiang Sauce","Pack","Taiwan",4
1698,"Maruchan","Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables","Cup","USA",4
1697,"The Kitchen Food","Instant Kampua Dark Soy Sauce","Pack","Sarawak",5
1696,"Mama","Cup Yentafo Tom Yum Mohfai","Cup","Thailand",5
1695,"Mama","Cup Shrimp Creamy Tom Yum","Cup","Thailand",5
1693,"Mama","Instant Noodles coconut Milk Flavour","Cup","Myanmar",5
1690,"Wugudaochang","Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles","Bowl","China",4
1689,"Wugudaochang","Tomato Beef Brisket Flavor Purple Potato Noodle","Pack","China",5
1685,"Wugudaochang","Chef's Grains Pea Noodle","Pack","China",4
1683,"Wugudaochang","Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles","Pack","China",5
1682,"Wugudaochang","Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles","Pack","China",4
1678,"Nongshim","Shin Black Spicy Po-Au-Feu Flavor (Mew Edition)","Pack","USA",5
1677,"Paldo","Raobokki Noodle (Export Version)","Pack","South Korea",5
1671,"Ah Lai","Penang Favourite White Curry Rice Vermicelli","Pack","Malaysia",5
1667,"Deshome","Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor","Pack","Taiwan",5
1666,"Vifon","Curry Instant Noodle With Chicken","Cup","Vietnam",3
1664,"Mamee","Oriental Noodles Prawn Flavor","Pack","Malaysia",2
1663,"Vina Acecook","King Chef Authentic Kimchi Flavour","Pack","Vietnam",4
1662,"Mama","Non-Fried Instant Noodles Ramen Tonkotsu Flavor","Pack","Thailand",5
1660,"Sau Tao","Ho Fan Wonton Soup Flavored","Pack","Hong Kong",3
1658,"ChoripDong","Hurricane Rice Cake (Topokki)","Bowl","South Korea",5
1655,"Baijia","Artificial Pickled Vegetable Beef Flavor","Pack","China",3
1654,"MyOri","Malaysia Penang White Curry Noodle Super Spicy","Pack","Malaysia",5
1653,"MyOri","Malaysia Penang Green Curry Rice Vermicelli","Pack","Malaysia",5
1652,"MyOri","Malaysia Penang White Curry Noodle Original","Pack","Malaysia",5
1646,"New Way","Spaghetti Instant Noodles","Tray","Vietnam",4
1644,"Hao Way","Vegetarian Penang Laksa Instant Bowl Noodles","Bowl","Malaysia",2
1641,"One Dish Asia","Japanese Ramen Noodle","Bowl","USA",0
1640,"Long Jun Hang","Taiwan Dried Noodles With Onion Oil Sauce","Pack","Taiwan",2
1638,"A-Sha Dry Noodle","Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce","Pack","Taiwan",5
1637,"Thai Chef","Instant Nudelsuppe Huhn Geschmack","Pack","Germany",3
1632,"Cintan","Mi Segera Mmm... Perisa Kari","Pack","Malaysia",3
1631,"Nissin","Donbei Tempura Soba Mini","Bowl","Japan",4
1628,"Azami","Kimchee Noodle Soup","Cup","Canada",0
1625,"Mama","Instant Rice Noodle Soup Spicy Shrimp Flavour","Bowl","Thailand",5
1624,"Baixiang Noodles","Artificial Pork Flavour","Pack","China",3
1623,"MyKuali","Penang White Curry Noodle (New Improved Tatse)","Pack","Malaysia",5
1622,"Nongshim","Quick2 Hot & Spicy Noodle Soup With Habanero & Lime","Pack","USA",4
1621,"Myojo","MenWhite Creamy Tonkotsu","Bowl","Japan",3
1617,"MyKuali","Penang Hokkien Prawn Noodle (New Improved Taste)","Pack","Malaysia",5
1615,"Hankow","Shanghai Kaiyang Noodle","Pack","China",4
1614,"The Bridge","Penang White Curry Noodle","Pack","Malaysia",5
1611,"Lucky Me!","Supreme Seafood Flavor Big Cup","Bowl","Philippines",4
1610,"Paldo Vina","Koreno Premium Ginseng Flavor","Pack","Vietnam",3
1606,"Maggi","Perencah Kari Letup Mi Segera","Pack","Malaysia",4
1604,"Unzen","Mushroom Honpo Shiitake Nutritious Noodle","Pack","Japan",1
1603,"Salam Mie","Mi Goreng Ala Jawa Dengan Sambal Cabe Asli","Pack","Indonesia",5
1601,"Nongshim","Jinjja Jinjja (New)","Pack","South Korea",5
1600,"Chering Chang","Instant Non-Fried Noodles Shallot Pork Flavour","Pack","Taiwan",5
1598,"Mama","Cup Rice Vermicelli Shrimp Creamy Tom Yum","Cup","Thailand",4
1597,"Nissin","Original Chow Mein Premium Spicy Chicken Flavor","Tray","USA",4
1596,"Uncle Sun","White Curry Noodle More Spicy","Pack","Malaysia",3
1595,"JML","Emporer Instant Noodles Spicy Chicken","Pack","China",5
1592,"Mom's Dry Noodle","Vegan Chilli With Sesame Sauce","Pack","Taiwan",5
1585,"CarJEN","Nyonya Curry Laksa","Pack","Malaysia",5
1583,"J.J.","Snek Mi Perisa BBQ","Pack","Malaysia",4
1582,"Mi E-Zee","Perisa Kari / Curry Flavour","Pack","Malaysia",4
1579,"Curry Prince","Penang Authentic White Curry Noodle","Pack","Malaysia",4
1578,"Nissin","Gonbuto Tempura Udon","Bowl","Japan",4
1575,"Paldo","Jjajangmen Chajang Noodle King Bowl","Bowl","South Korea",5
1570,"Maruchan","Big Cup Ramen Corn, Salt & Butter Flavor","Bowl","Japan",5
1569,"Maggi","Mi Goreng Perencah Kari Ori","Pack","Malaysia",4
1564,"A-One","Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor","Cup","Vietnam",3
1559,"Master Kong","Spicy Beef Flavor Instant Noodle","Pack","China",4
1558,"No Name","Beef Flavour Oriental Noodles And Soup Mix","Cup","Canada",2
1554,"ICA","Asia Fast Noodles Snabbnudlar Räksmak","Pack","Sweden",3
1550,"Ibumie","Penang White CurryMee","Pack","Malaysia",5
1549,"Sapporo Ichiban","Chow Mein Japanese Style Noodles Yakisoba","Pack","Canada",5
1545,"Nanyang Chef","Penang Asam Pedas Hot & Sour Noodle","Pack","Malaysia",5
1530,"Lucky Me!","Spicy Beef Mami Instant Noodle Soup","Pack","Philippines",4
1529,"Lucky Me!","Special Instant Curly Spaghetti With Yummy Red Sauce","Pack","Philippines",4
1523,"Paldo","Jjamppong Seafood Noodle King Bowl","Bowl","South Korea",5
1521,"Maruchan","Gotsumori Sauce Yakisoba","Tray","Japan",5
1520,"Yum Yum","Oriental Style Instant Noodles Wasabi Flavour","Pack","Thailand",3
1515,"Nongshim","Neoguri Udon Seafood & Mild","Pack","South Korea",4
1513,"Mama","Instant Noodles Tom Yum Pork Flavour","Pack","Thailand",4
1508,"Mamee","Chef Gold Recipe Mi Kari Seribu Rasa","Pack","Malaysia",5
1502,"JML","Artificial Pork Flavor Noodles","Pack","China",4
1500,"MyKuali","Penang Red Tom Yum Goong Noodle","Pack","Malaysia",5
1492,"Wai Wai","Quick Zabb Tom Yum Shrimp Flavour Instant Noodles","Pack","Thailand",4
1488,"Mom's Dry Noodle","Sichuan Spicy Flavor","Pack","Taiwan",5
1486,"Mom's Dry Noodle","Onion Oil & Shrimp Flavor","Pack","Taiwan",5
1485,"Nongshim","Spicy Tonkotsu Noodle Soup","Pack","USA",5
1483,"Four Seas","Hot & Spicy Instant Noodle (Mushroom & Beef Flavour)","Pack","Hong Kong",4
1482,"Maruchan","I Want To Eat Ramen' Shoyu Flavor","Pack","Japan",4
1480,"Paldo","Jjol Bibim Men","Pack","South Korea",4
1478,"Ruski","Tom Yam Flavour Instant Noodles","Pack","Thailand",4
1477,"Mama","Instant Noodles Moo Nam Tok Flavour","Pack","Thailand",4
1474,"Mama","Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack","Pack","Thailand",4
1473,"Mama","Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme)","Cup","Thailand",5
1471,"Mama","Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack","Pack","Thailand",5
1468,"Mama","Instant Cup Noodles Seafood Pad Kee Mao Flavour","Cup","Thailand",5
1466,"Mama","Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack","Pack","Thailand",5
1461,"Nissin","Cup Noodles Black Pepper Crab Flavour","Cup","Singapore",4
1459,"Nissin","Cup Noodles Tom Yam Veg Flavour","Cup","Singapore",4
1454,"Nissin","Cup Noodles Chilli Crab Flavour","Cup","Singapore",4
1453,"Nissin","Japanese Ramen Kyushu Black Instant Noodles With Soup Base","Pack","Singapore",5
1451,"Nissin","Cup Noodles Tom Yam Seafood Flavour","Cup","Singapore",4
1450,"Nissin","Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base","Pack","Singapore",5
1449,"Nissin","Cup Noodles Seafood Curry Flavour","Cup","Singapore",4
1447,"Nissin","Cup Noodles Cream Of Chicken Flavour","Cup","Singapore",4
1445,"MyKuali","Penang Hokkien Prawn Noodle","Pack","Malaysia",5
1440,"Wu-Mu","Dried Noodle With Beef Flavor Sauce","Pack","Taiwan",3
1437,"Knorr","Quick Serve Macaroni Abalone & Chicken Flavour","Pack","Hong Kong",3
1435,"Maggi","2 Minute Noodles Assam Laksa Flavour","Pack","Singapore",4
1432,"Maggi","Senses Laksa Instant Noodles","Pack","Singapore",5
1431,"Maggi","Extra Spicy Curry Instant Noodles","Pack","Singapore",5
1430,"Samyang Foods","Buldak Bokkummyeon","Bowl","South Korea",4
1428,"Myojo","Chukazanmai Beijing Style Salt Ramen","Pack","Japan",3
1426,"Ottogi","Cheese Bokki","Bowl","South Korea",4
1423,"Vina Acecook","King Chef Seafood With Kimchi Flavour","Pack","Vietnam",3
1422,"Nissin","Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles","Tray","USA",3
1418,"Ottogi","Ppushu Ppushu Grilled Chicken Flavor","Pack","South Korea",1
1416,"Myojo","Chukazanmai Szechuan Style Miso","Pack","Japan",2
1414,"Paldo","Cheese Ramyun (for US market)","Pack","South Korea",5
1413,"Chering Chang","Curry La-Men","Pack","Taiwan",5
1412,"Chewy","Non-Fried Ramen Noodles Taiwan Roast Pork Flavour","Pack","Hong Kong",4
1411,"A-Sha Dry Noodle","Prince Katsu Snack Noodles","Pack","Taiwan",4
1407,"Annie Chun's","Ramen House Thai Coconut Ramen","Pack","USA",5
1404,"Thai Choice","Instant Noodles Seafood Flavour","Cup","Thailand",4
1398,"Nissin","Fried Noodle Specialist Tom Yam Mee Goreng Flavour","Pack","Singapore",3
1397,"Wu-Mu","Steam Seafood Flavor Ramen","Pack","Taiwan",4
1392,"Miracle Noodle","Miso Marvellous Soup","Pack","USA",4
1387,"Takamori Kosan","Red Pepper 7 Garlic Peperoncino","Pack","Japan",4
1384,"Takamori Kosan","Hiyashi Udon Bonito Sauce","Pack","Japan",3
1381,"Takamori Kosan","Curry Udon","Pack","Japan",5
1379,"Takamori Kosan","Shio Yakisoba","Pack","Japan",4
1378,"Takamori Kosan","Yakisoba","Pack","Japan",5
1375,"Takamori Kosan","Spaghetti Napolitan","Pack","Japan",4
1373,"Tesco","Everyday Value Beef & Tomato Flavour Noodles","Cup","UK",2
1371,"Campbell's","Hearty Noodles Thai Flavour","Cup","Canada",0
1368,"Nissin","Soba Teriyaki Noodles With Japanese Yakisoba Sauce","Cup","Germany",3
1361,"Mamee","Chef Creamy Tom Yam Flavour","Pack","Malaysia",5
1359,"Mamee","Chef Curry Laksa Flavour","Cup","Malaysia",5
1358,"Mamee","SLLRRRP! Asam Laksa","Pack","Malaysia",4
1357,"Mamee","Mie Goreng Indonesia Spicy Sambal","Cup","Malaysia",5
1351,"Mamee","Monster Chicken Flavour Snack Noodles","Pack","Malaysia",4
1350,"Mamee","Chef Curry Laksa Flavour","Pack","Malaysia",5
1347,"Paldo","Bulnak Bokkummyun Spicy Fried Octopus Ramyun","Pack","South Korea",4
1344,"Lotus Foods","Millet & Brown Rice Ramen","Pack","USA",4
1341,"Plats Du Chef","Cuisine Adventures Chicken Pho Soup","Bowl","Canada",5
1335,"Sakura Noodle","Chikara Brand Udon Hot & Spicy Flavor","Pack","USA",4
1330,"Sapporo Ichiban","Otafuku Okonomi Sauce Yakisoba","Tray","Japan",5
1327,"Unif","Unif-100 Instant Noodles Artificial Tart Beef Flavor","Pack","China",3
1323,"Golden Wheat","Korean Style Mushroom Chicken Flavour Cooking Noodle","Pack","China",2
1322,"Hi-Myon","Instant Noodle Udon Hot & Spicy","Pack","South Korea",4
1318,"Nissin","Spa Oh Tarako Spaghetti","Bowl","Japan",4
1314,"Paldo","Korean Traditional Beef Gomtangmen","Pack","South Korea",5
1311,"Pop Bihun","Spesial Rasa Soto Ayam","Pack","Indonesia",4
1310,"Thai Kitchen","Rice Noodle Cart Thai Peanut","Tray","USA",3
1308,"Nongshim","Soon Veggie Noodle Soup","Pack","South Korea",5
1302,"Mama","Instant Noodles Yentafo Tom Yum Mohfai Flavour","Pack","Thailand",5
1300,"Samyang Foods","Red Nagasaki Jjampong","Pack","South Korea",5
1299,"Mr. Noodles","Noodles In A Cup Spicy Chicken Simulated Flavour","Cup","Canada",1
1298,"Good Tto Leu Foods","Lightning Beef Bone Tteokguk Rice Cake Soup","Bowl","South Korea",4
1294,"Thai Choice","Instant Noodles Chicken Flavour","Cup","Thailand",3
1292,"Nissin","Cup Noodles Sabor A Carne Sopa Con Fideos","Cup","Colombia",3
1289,"JML","Braised Beef Noodles","Pack","China",4
1287,"Kimura","Kumamoto Tonkotsu Ramen","Pack","Japan",5
1283,"Nongshim","Oolongmen Kimchi Cup Noodle Soup Mix","Cup","South Korea",4
1280,"Deshome","Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce","Pack","Taiwan",5
1277,"Vifon","Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles","Pack","Vietnam",2
1271,"Prima Taste","Singapore Chilli Crab La Mian","Pack","Singapore",5
1270,"Ko-Lee","Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour","Pack","UK",5
1266,"ABC","Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken","Cup","Indonesia",4
1260,"ABC","Mi Goreng Pangsit Fried Noodle With Dumpling","Pack","Indonesia",5
1257,"ABC","Mi Goreng Spesial Special Fried Noodle","Cup","Indonesia",4
1248,"Wu-Mu","Beef Flavour Tomato Ramen","Pack","Taiwan",4
1247,"Maruchan","I Want To Eat Ramen Pork Tonkotsu Flavor","Pack","Japan",4
1246,"Annie Chun's","Ramen House Chicken Vegetable Flavored Ramen","Pack","USA",4
