"marketplace","product_category","product_title","star_rating","verified_purchase","helpful_votes"
"UK","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,0,0
"UK","PC","Mobee The Magic Charger for The Apple Wireless Magic Mouse",4,1,0
"UK","Mobile_Apps","Criminal Case",5,1,0
"US","Mobile_Apps","Kik Messenger",5,1,0
"UK","Mobile_Apps","Township",5,1,0
"US","Mobile_Apps","Alarm Clock for Me free",5,1,0
"US","Toys","Doctor Who - The Tenth Doctor's Sonic Screwdriver",3,0,0
"US","Mobile_Apps","Angry Birds Star Wars II",4,1,0
"US","Mobile_Apps","Candy Crush Saga",4,1,0
"US","Mobile_Apps","CastleVille Legends",4,1,0
"UK","Toys","The Settlers of Catan Board Game - discontinued by manufacturer",5,1,0
"UK","Mobile_Apps","Box It! 2",2,1,0
"UK","Mobile_Apps","Modern Combat 4: Zero Hour",4,0,75
"US","Mobile_Apps","Jurassic Park™ Builder",2,1,3
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Battery",3,1,0
"UK","Mobile_Apps","The Secret Society® - Hidden Mystery",3,1,0
"DE","Mobile_Apps","SwiftKey",5,1,0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,1,0
"US","Mobile_Apps","Calculator Pro",5,1,0
"UK","Mobile_Apps","Cut the Rope 2",5,1,0
"US","Mobile_Apps","Jurassic Park™ Builder",4,1,0
"US","Mobile_Apps","Temple Run 2",1,1,1
"UK","Mobile_Apps","Gummy Drop!",1,1,0
"US","Mobile_Apps","Quell",5,0,3
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,1,0
"US","Mobile_Apps","FarmVille 2: Country Escape",4,1,0
"US","Mobile_Apps","Mahjong Artifacts® (Full)",5,1,2
"US","Mobile_Apps","Dumb Ways to Die",4,1,1
"UK","Mobile_Apps","The Secret Society® - Hidden Mystery",5,1,0
"UK","Mobile_Apps","Flick Golf",4,1,23
"US","Mobile_Apps","Oxford Advanced Learner’s Dictionary, 8th edition",5,1,0
"UK","Mobile_Apps","Guess The Emoji",5,1,0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,1,0
"US","Mobile_Apps","Midnight Castle – A Free Hidden Object Mystery Game for Fire! Find objects and solve puzzles!",4,1,0
"US","Mobile_Apps","UNO (Kindle Tablet Edition)",4,1,0
"US","Mobile_Apps","Candy Crush Saga",5,1,0
"US","Mobile_Apps","Midnight Castle – A Free Hidden Object Mystery Game for Fire! Find objects and solve puzzles!",5,1,0
"US","Mobile_Apps","Guess The Emoji",5,1,0
"US","Mobile_Apps","Flow Free",5,1,0
"UK","Mobile_Apps","Guess The Emoji",4,1,0
"US","Mobile_Apps","Piano Master",4,0,2
"UK","Mobile_Apps","The Room (Kindle Tablet Edition)",5,1,12
"US","Mobile_Apps","The Oregon Trail: American Settlers",5,1,0
"US","Toys","Bandai Tamashii Nations S.H.Figuarts Sailor Venus ""Sailor Moon"" Action Figure",5,1,0
"US","Mobile_Apps","King Oddball",4,1,1
"US","Digital_Music_Purchase","Oceania",3,1,0
"DE","Mobile_Apps","White Noise",4,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Sorcery! 2",5,1,12
"US","Mobile_Apps","Subway Surfers",4,1,0
"US","Toys","Intex Ocean Inflatable Play Center, 100"" X 77"" X 31"", for Ages 2+",5,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"UK","Mobile_Apps","Puzzle Quest 2 by Namco",5,1,0
"US","Digital_Music_Purchase","The Temperance Movement",5,1,0
"US","Mobile_Apps","Kindle for Android",5,1,0
"US","Mobile_Apps","Notebooks",4,1,0
"US","Mobile_Apps","The Secret of Grisly Manor",5,1,0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",4,1,0
"US","Mobile_Apps","Bible",5,1,0
"US","Mobile_Apps","Alice in the Mirrors of Albion",5,1,0
"US","Mobile_Apps","Calculator Plus",5,0,0
"UK","Mobile_Apps","CrossMe Premium Nonograms",5,1,0
"US","Mobile_Apps","Duolingo: Learn Languages Free",2,1,0
"UK","Mobile_Apps","Notebooks",4,1,1
"UK","Mobile_Apps","Search Engine For Google",5,1,0
"US","Mobile_Apps","Farm Heroes Saga",5,1,0
"US","Mobile_Apps","Solitaire",4,1,0
"US","Digital_Music_Purchase","Vows (Deluxe Version)",5,1,0
"US","Mobile_Apps","Facebook",5,1,0
"US","Mobile_Apps","Clean Master Phone Boost",5,1,0
"DE","Toys","Lego Friends  3184 - Abenteuer Wohnmobil",5,1,0
"US","Digital_Music_Purchase","True",5,1,0
"UK","Mobile_Apps","Battery",5,1,3
"US","Mobile_Apps","Alice in the Mirrors of Albion",4,1,0
"US","Mobile_Apps","Pinterest",5,1,0
"US","Mobile_Apps","8 Ball Pool",5,1,0
"US","PC","Belkin Classic Case for Kindle Fire HD 7"", Blacktop (will only fit Kindle Fire HD 7"")",5,0,0
"US","Mobile_Apps","Solitaire",5,1,0
"US","Mobile_Apps","Bible",5,1,0
"US","Mobile_Apps","Guess The Emoji",4,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Castle Clash",4,1,0
"US","Mobile_Apps","Dumb Ways to Die",5,1,98
"US","Mobile_Apps","Moon Phase Pro",5,1,0
"US","Mobile_Apps","Chess Free",4,1,0
"US","Mobile_Apps","Alarm Clock for Me free",5,1,0
"US","Digital_Music_Purchase","The Winery Dogs",5,0,0
"US","Mobile_Apps","Mahjong Deluxe 2",2,1,0
"UK","Mobile_Apps","Cut the Rope: Time Travel HD",1,1,4
"US","Mobile_Apps","Yahoo Mail – Keeps you organized!",5,1,0
"US","Mobile_Apps","My Horse",5,1,0
"US","Mobile_Apps","8 Ball Pool",1,1,1
"UK","Mobile_Apps","Bubble Witch 2 Saga",4,1,0
"US","Mobile_Apps","Bible",5,1,0
"US","Mobile_Apps","Frozen Free Fall",5,1,420
"US","Toys","LEGO The DeLorean Time Machine Building Set 21103 (Discontinued by manufacturer)",5,1,0
"US","Mobile_Apps","Plague Inc.",2,1,0
"UK","Mobile_Apps","Empire: Four Kingdoms",1,1,53
"US","Mobile_Apps","Neon Flow",5,1,1
"US","Mobile_Apps","Cars, Trucks & Community Vehicles - Puzzle for Kids",5,1,10
"US","Mobile_Apps","BINGO BLITZ: Play Free Bingo & Slots!",4,1,0
"US","Mobile_Apps","AccuWeather with Superior Accuracy™",5,1,0
"US","Mobile_Apps","Gmail Client For Kindle Fire",1,1,2
"US","Mobile_Apps","Amazing Alex Premium",5,1,0
"DE","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Clean Master Phone Boost",4,1,0
"US","Mobile_Apps","Skype",3,0,3
"UK","PC","Griffin Elevator Desktop Stand for Laptops  & Macbooks",5,1,0
"US","Mobile_Apps","TuneIn Radio Pro",3,1,0
"UK","Mobile_Apps","Order & Chaos Duels - Trading Card Game",4,1,1
"US","Toys","LEGO® DUPLO®LEGOVille 5682 : Fire truck",5,1,0
"US","Mobile_Apps","K-9 Mail",5,1,0
"US","PC","AMD A8-5600K APU 3.6Ghz Processor AD560KWOHJBOX",5,0,1
"US","PC","SanDisk Ultra 16GB UHS-I/Class 10 Micro SDHC Memory Card With Adapter- SDSDQUAN-016G-G4A [Old Version]",5,1,0
"US","Mobile_Apps","Face Swap - Switch Faces",5,1,2
"US","Mobile_Apps","Solitaire",4,1,0
"US","Mobile_Apps","Feedly Reader | Blogs, News, RSS and Youtube",5,1,0
"US","Mobile_Apps","Gangstar Rio: City of Saints (Kindle Tablet Edition)",5,1,0
"US","PC","Amazon 5ft USB to Micro-USB Cable (works with most Micro-USB Tablets)",5,1,0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,1,1
"US","Mobile_Apps","The Secret of Grisly Manor",5,0,0
"US","Toys","Funko POP Movies Despicable Me: Carl Vinyl Figure",5,1,3
"US","Mobile_Apps","My Horse",5,1,0
"US","Mobile_Apps","Survivors: The Quest®",4,1,0
"DE","Digital_Music_Purchase","Elect The Dead (Standard Version) [Explicit]",5,1,0
"US","Mobile_Apps","Minecraft",5,1,0
"US","Mobile_Apps","Solitaire",2,1,0
"UK","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,1,0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,1,0
"US","Mobile_Apps","Going Nuts",5,1,0
"DE","Mobile_Apps","Wayward Souls",3,1,0
"DE","Digital_Music_Purchase","Global Warming (Deluxe Version) [Explicit]",5,1,1
"US","Mobile_Apps","Ninja Hoodie",1,0,6
"US","PC","USB to Micro USB Cable, White",4,1,0
"US","Mobile_Apps","Laserbreak Pro",4,1,0
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,1,0
"US","Mobile_Apps","Skype",1,1,8
"US","Mobile_Apps","Cooking Dash Deluxe",5,1,2
"US","Mobile_Apps","Wolfram|Alpha",5,1,0
"US","Mobile_Apps","Pudding Monsters HD",5,1,0
"US","Digital_Music_Purchase","Need You Now",5,1,0
"UK","Mobile_Apps","JW Library",5,0,4
"US","Mobile_Apps","The Weather Channel: Forecast, Radar & Alerts",1,1,0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,1,0
"US","Mobile_Apps","Can You Escape",3,0,0
"US","Mobile_Apps","101-in-1 Games",5,1,0
"US","PC","Kingston Digital MobileLite Wireless Flash Reader for Smartphones and Tablets (MLW221)",5,1,0
"UK","Mobile_Apps","Facebook",5,1,0
"UK","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,1,0
"US","Mobile_Apps","Solitaire",5,1,0
"US","Digital_Music_Purchase","Duets II",5,0,0
"US","Mobile_Apps","Bitdefender Antivirus Free",3,1,0
"US","Mobile_Apps","DINO HUNTER: DEADLY SHORES",3,1,1
"US","Mobile_Apps","PAC-MAN -LITE-",3,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Chess Free",5,1,0
"US","Mobile_Apps","Subway Surfers",5,1,5
"US","Mobile_Apps","The Room Two (Kindle Tablet Edition)",5,1,0
"US","Mobile_Apps","Facebook",1,1,38
"UK","Mobile_Apps","Battery+",5,1,18
"US","Mobile_Apps","Township",5,1,0
"FR","PC","Transcend  TS-PDU3 Carte PCI Express Expansion card USB 3.0",5,1,3
"DE","Digital_Music_Purchase","Mellon Collie and the Infinite Sadness (2012 - Remaster) [Explicit]",5,0,1
"US","Mobile_Apps","Mahjong Deluxe HD Free",4,1,0
"US","Mobile_Apps","Ice Age Village",5,1,0
"UK","Mobile_Apps","Ice Age Village",5,1,0
"US","Mobile_Apps","Quell",5,1,0
"US","Mobile_Apps","Temple Run 2",1,1,7
"US","Mobile_Apps","MY LITTLE PONY - Friendship is Magic",5,1,0
"US","Mobile_Apps","Adblock Plus",5,1,0
"US","Toys","Bandai Tamashii Nations S.H. Figurants Son Gohan ""Dragon Ball"" Action Figure",5,1,0
"DE","Mobile_Apps","Quell",5,1,0
"US","Mobile_Apps","101-in-1 Games",4,1,0
"US","Digital_Music_Purchase","Greatest Hits",5,1,0
"US","Mobile_Apps","Nemo's Reef",5,1,4
"UK","Mobile_Apps","Geometry Dash Lite",5,1,12
"US","Mobile_Apps","Midnight Castle – A Free Hidden Object Mystery Game for Fire! Find objects and solve puzzles!",1,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","AccuWeather with Superior Accuracy™",5,1,0
"US","Mobile_Apps","Plex",4,1,0
"US","Mobile_Apps","Magic 2014",3,1,0
"US","Digital_Music_Purchase","Morning Phase",2,1,1
"US","Mobile_Apps","Frozen Free Fall",2,1,0
"US","Mobile_Apps","Solitaire",4,1,0
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,1,0
"US","Mobile_Apps","Plex",5,1,0
"US","Digital_Music_Purchase","Frozen (Original Motion Picture Soundtrack)",5,0,0
"US","Mobile_Apps","Paranormal Agency® (Full)",3,1,0
"US","Mobile_Apps","Photo Editor",5,1,0
"US","Mobile_Apps","Magic Jigsaw Puzzles",5,1,0
"US","Mobile_Apps","Pet Rescue Saga",5,1,0
"US","Mobile_Apps","Survivors: The Quest®",4,1,0
"US","Mobile_Apps","Alarm Clock Xtreme & Timer",5,1,0
"US","Mobile_Apps","Can You Escape",5,1,0
"US","Mobile_Apps","Business Calendar",1,1,2
"US","Mobile_Apps","Angry Birds Friends",5,1,1
"UK","Mobile_Apps","8 Ball Pool",5,1,0
"US","Mobile_Apps","Subway Surfers",5,1,0
"US","Mobile_Apps","Angry Birds Star Wars Premium HD (Fire Edition)",5,1,0
"US","Mobile_Apps","Mahjong Artifacts® (Full)",5,1,0
"US","Mobile_Apps","Amazon Underground",5,1,0
"US","Mobile_Apps","Escape From Work",1,1,0
"US","Mobile_Apps","The Oregon Trail: American Settlers",4,1,0
"US","Mobile_Apps","101-in-1 Games",3,1,0
"US","Mobile_Apps","Gravity Guy",5,1,1
"US","Mobile_Apps","PicShop - Photo Editor",5,0,0
"DE","Mobile_Apps","Call of Duty®: Heroes",4,1,8
"US","Mobile_Apps","101-in-1 Games",5,1,0
"JP","PC","【Amazon.co.jp限定】TDK 録画用ブルーレイディスク BD-R 25GB 1-4倍速 ホワイトワイドプリンタブル 50枚スピンドル BRV25PWB50PK",5,1,0
"DE","Mobile_Apps","Photo Lab PRO – professioneller Fotoeditor mit vielen cool Effekten, Rahmen und Filtern!",5,1,0
"US","Mobile_Apps","Subway Surfers",5,1,0
"US","Mobile_Apps","8 Ball Pool",5,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Bible",1,1,11
"UK","Mobile_Apps","TuneIn Radio",4,1,1
"UK","Mobile_Apps","Nemo's Reef",5,1,0
"US","Mobile_Apps","Bible",5,1,0
"US","Mobile_Apps","Mystery Manor",1,1,0
"US","Mobile_Apps","Bubble Blaze",3,1,0
"UK","PC","Wenger 600638 IBEX 17"" Laptop Backpack , Triple Protect compartment with iPad/Tablet / eReader Pocket in Blue {25 Litres}",4,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"UK","Mobile_Apps","Pinterest",5,1,0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",4,1,0
"US","Mobile_Apps","Plants vs. Zombies (WiFi Download Only)",5,1,0
"US","Mobile_Apps","Angry Birds Go!",5,1,0
"US","Mobile_Apps","Survivors: The Quest®",5,1,0
"US","Kitchen","GEFU Spiralfix Spiral Cutter",5,1,2
"US","Mobile_Apps","FarmVille 2: Country Escape",5,1,0
"US","Mobile_Apps","Bubble Witch 2 Saga",5,1,0
"US","Mobile_Apps","myCamera HD : Kindle Fire Camera",1,1,0
"US","Mobile_Apps","Doodle Jump SpongeBob SquarePants",1,1,2
"US","Mobile_Apps","Cut the Rope 2",4,1,2
"US","Mobile_Apps","101-in-1 Games",4,1,0
"US","Mobile_Apps","Restaurant Story",5,1,0
"US","Mobile_Apps","Calculator Plus Free",5,1,0
"US","Mobile_Apps","Alice Trapped in Wonderland",3,1,0
"US","Mobile_Apps","Minecraft",5,1,0
"DE","Mobile_Apps","Ravensword: Shadowlands",5,1,9
"US","Mobile_Apps","Enigmatis: The Ghosts of Maple Creek Free",4,1,0
"US","Mobile_Apps","Coin Dozer",3,1,89
"US","Health & Personal Care","Sonic Super Ear Personal Sound Amplifier",4,1,1
"DE","Toys","Intex 57454NP - Ozean Play Center, 254 x 196 x 79 cm",1,0,10
"UK","Mobile_Apps","Farm Heroes Saga",4,1,0
"DE","Toys","Pegasus Spiele 54541G - Camel Up, Spiel des Jahres 2014",5,1,1
"UK","Mobile_Apps","Terraria",1,1,3
"US","Mobile_Apps","vTube for YouTube [FREE]",5,1,0
"US","Mobile_Apps","Mahjong Artifacts® (Full)",4,1,0
"US","Toys","Bandai Monkey D. Luffy (New World Version) ""One Piece"" - Figuarts Zero",5,1,2
"US","Mobile_Apps","Survivors: The Quest®",4,1,0
"US","Mobile_Apps","Helidroid 3D : Episode 2",4,1,0
"US","Mobile_Apps","Minecraft",5,1,0
"US","Mobile_Apps","Quell",5,1,0
"UK","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,1,0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,1,0
"US","Mobile_Apps","Real Steel World Robot Boxing",4,1,0
"US","Mobile_Apps","Pinterest",5,1,0
"US","Mobile_Apps","Monument Valley",5,1,0
"US","Mobile_Apps","Castle Clash",5,1,0
"US","Toys","Disney Frozen Small Doll Elsa and Magical Lights Palace Playset",1,1,0
"UK","Mobile_Apps","Minecraft",5,1,0
"US","Mobile_Apps","Candy Crush Saga",5,1,0
"US","Mobile_Apps","Piano Master Christmas Special",5,1,1
"US","Mobile_Apps","Super Penguins",5,1,1
"DE","Musical Instruments","Behringer HEADPHONES HPM1000 Studiokopfhörer",5,0,5
"US","Mobile_Apps","The Hidden World",5,1,0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",4,1,0
"US","Mobile_Apps","Minecraft",5,1,1
"US","Mobile_Apps","Solitaire",3,1,0
"US","Mobile_Apps","Five Nights at Freddy's 2",5,1,14
"US","Mobile_Apps","Plex",5,1,0
"US","Mobile_Apps","Virtual City Playground®: Building Tycoon",3,1,0
"US","Toys","BRIO Expansion Pack Intermediate",4,1,0
"US","Mobile_Apps","Leo's Fortune",4,1,0
"UK","Mobile_Apps","Azada (Full)",4,1,0
"US","Mobile_Apps","Relax Melodies: Sleep Sounds, White Noise, Meditation & Fan",5,1,0
"UK","Mobile_Apps","Can You Escape",4,1,0
"US","Mobile_Apps","Magic Jigsaw Puzzles",1,1,0
"US","Mobile_Apps","HP ePrint",4,1,0
"US","Mobile_Apps","Geometry Dash Lite",5,1,0
"US","Mobile_Apps","Five Nights at Freddy's",5,1,0
"US","Mobile_Apps","Minecraft",5,1,0
"US","Toys","LEGO Star Wars 75054 AT-AT Building Toy (Discontinued by manufacturer)",4,1,0
"US","Mobile_Apps","Jetpack Joyride",5,1,0
"US","Mobile_Apps","Fairy Farm: Magic Village Adventures",4,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Battery",4,1,0
"US","Mobile_Apps","Spider Solitaire",4,1,0
"DE","Mobile_Apps","Ice Age: Die Siedlung",5,1,0
"US","Mobile_Apps","CastleVille Legends",5,1,0
"UK","Mobile_Apps","Cut the Rope 2",4,1,0
"UK","Mobile_Apps","Guess The Emoji",5,1,0
"DE","Toys","Bruder 02415 - Zubehör: Logistik-Set",1,1,5
"US","Mobile_Apps","Mahjong Deluxe HD Free",2,1,0
"US","Toys","Fisher-Price Bright Beginnings Activity Walker",5,1,0
"UK","Mobile_Apps","Candy Crush Saga",5,1,0
"US","Mobile_Apps","World at Arms - Wage war for your nation!",5,1,0
"US","Mobile_Apps","Subway Surfers",5,1,0
"DE","Mobile_Apps","Bloons TD 5",5,1,1
"DE","Health & Personal Care","Astra Dorco Shark Double Edge Safety Razor Blades Sampler Pack - Pack of 40 Blades",4,1,1
"US","Mobile_Apps","Subway Surfers",5,1,0
"US","Mobile_Apps","Bible",1,1,2
"US","Mobile_Apps","Bible",5,1,0
"US","Mobile_Apps","Clean Master Phone Boost",5,1,0
"US","Mobile_Apps","AllCast",1,1,0
"JP","Mobile_Apps","Voxel Invaders",3,1,22
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,1,0
"US","Mobile_Apps","The Weather Channel: Forecast, Radar & Alerts",5,0,1
"US","Mobile_Apps","Calculator Plus Free",5,1,0
"US","Digital_Music_Purchase","Love Is A Four Letter Word",5,0,0
"US","Mobile_Apps","Enigmatis: The Ghosts of Maple Creek",5,1,0
"US","Mobile_Apps","Triple A",3,1,0
"DE","Mobile_Apps","CLARC",2,0,1
"UK","Mobile_Apps","Can You Escape",1,1,1
"US","Mobile_Apps","CastleVille Legends",5,1,0
"DE","Mobile_Apps","Jewels Star",5,1,0
"US","Mobile_Apps","My Horse",5,1,568
"DE","PC","Arctic Silver 5",5,1,0
"US","Mobile_Apps","HD Camera",3,1,1
"US","Mobile_Apps","Castle Clash",5,1,0
"US","Mobile_Apps","Temple Run",5,1,0
"US","Mobile_Apps","My Horse",5,1,0
"UK","Mobile_Apps","The Room (Kindle Tablet Edition)",3,1,0
"UK","Mobile_Apps","Game of War - Fire Age",1,1,37
"US","Mobile_Apps","Greedy Spiders",5,1,0
"US","Mobile_Apps","My Horse",4,1,0
"US","Mobile_Apps","Eternium: Mage and Minions",5,1,0
"US","Mobile_Apps","Blitz Brigade - Online FPS fun!",5,1,59
"US","Mobile_Apps","Pipe Puzzle – Premium",5,1,0
"UK","Mobile_Apps","DINO HUNTER: DEADLY SHORES",5,1,0
"US","Mobile_Apps","Spider Solitaire",5,1,0
"US","Mobile_Apps","Bubble Blaze",4,1,0
"US","Mobile_Apps","Township",5,1,0
"US","Mobile_Apps","Subway Surfers",5,1,0
"JP","PC","Belkin (Kindle Fire HD(2012年モデル)専用) クラシック ケース/カバー ブラック",5,1,1
"US","Mobile_Apps","BINGO BLITZ: Play Free Bingo & Slots!",5,1,0
"US","Mobile_Apps","Spider",4,1,0
"JP","Toys","トランスフォーマープライム AM-05 メガトロン",4,1,0
"US","Mobile_Apps","101-in-1 Games",4,1,0
"US","Mobile_Apps","Fairy Farm: Magic Village Adventures",5,1,0
"DE","Digital_Music_Purchase","The Turn Of A Friendly Card",5,1,1
"US","Digital_Music_Purchase","Beat The Devil's Tattoo",3,1,1
"US","Mobile_Apps","My Horse",5,1,0
"US","Mobile_Apps","Nemo's Reef",4,1,0
"US","Mobile_Apps","Quell",3,1,5
"US","Mobile_Apps","Stray Souls: Dollhouse Story",5,1,0
"US","Mobile_Apps","Angry Birds Space Free",5,1,0
"JP","Mobile_Apps","Perfect Viewer",4,1,1
"JP","Toys","キネティックサンド　1ｋｇ",5,1,5
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,1,20
"US","Mobile_Apps","Angry Birds Rio (Ad-Free)",1,1,0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,1,0
"US","Mobile_Apps","Crossy Road",5,1,0
"US","Mobile_Apps","Farm Clan®: Farm Life Adventure",4,1,0
"UK","Mobile_Apps","Call of Duty®: Heroes",4,1,0
"US","Mobile_Apps","180 Ultra",4,1,0
"US","Mobile_Apps","Scribblenauts Remix",3,1,0
"US","Toys","AEG Love Letter",5,1,0
"US","Mobile_Apps","Real Steel World Robot Boxing",5,1,0
"UK","Mobile_Apps","Garfield's Escape",4,1,0
"US","Mobile_Apps","101-in-1 Games",4,1,0
"US","Toys","Disney Frozen Sisters Giftset",2,0,0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,1,0
"US","Mobile_Apps","Clean Master Phone Boost",4,1,0
"US","Mobile_Apps","Game of War - Fire Age",4,1,0
"UK","Toys","Fisher Price Baby Toy - Chatter Classic Toddler Pull Along Telephone - Helps Development",5,1,0
"US","Mobile_Apps","Minecraft",5,1,0
"US","Mobile_Apps","Cubistry",5,1,0
"US","Mobile_Apps","FREEdi YouTube Downloader Pro",1,1,0
"US","Mobile_Apps","Angry Birds Slingshot Stella",4,1,0
"US","Mobile_Apps","Candy Crush Saga",5,1,0
"US","Mobile_Apps","Terraria",5,1,1
"US","Mobile_Apps","Dragon Story",3,1,0
"US","Mobile_Apps","Bubble Blaze",5,1,0
"US","Mobile_Apps","Can You Escape",4,1,0
"US","Toys","LEGO Minecraft, Micro World 21102 (Discontinued by manufacturer)",1,1,15
"US","Mobile_Apps","Solitaire",5,1,3
"US","Mobile_Apps","Wolfram|Alpha",5,1,0
"US","Mobile_Apps","Temple Run",5,0,0
"US","Mobile_Apps","Jurassic Park™ Builder",5,1,0
"US","Mobile_Apps","Daily Ab Workout",4,1,0
"US","Mobile_Apps","Color Splash Effect Pro",5,1,16
"US","Mobile_Apps","Solitaire",5,1,0
"DE","PC","Schutzhülle mit Standfunktion für Fire HD 7 (4. Generation - 2014 Modell)",4,0,2
"FR","Toys","Papo - 55032 - Figurine - Dinosaure - Carnosaure/Carnosaurus - Carnotaure/Carnotaurus",5,1,0
"US","Mobile_Apps","Refraction",5,1,0
"US","Mobile_Apps","Real Steel World Robot Boxing",2,1,2
"US","Mobile_Apps","Diamond Dash",4,1,0
"US","Mobile_Apps","Hungry Shark Evolution",5,1,0
"US","Mobile_Apps","Angry Birds Friends",4,1,3
"US","Toys","Schleich Young Chimpanzee Toy Figure",5,1,0
"UK","Mobile_Apps","The Rise of Atlantis",2,1,3
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,1,0
"US","Toys","Barbie Collector Hunger Games Katniss Everdeen Doll",5,1,0
"US","Mobile_Apps","Eternium: Mage and Minions",5,1,0
"DE","Digital_Music_Purchase","Moon Landing (Deluxe Edition)",3,0,0
"US","Mobile_Apps","Angry Birds Go!",5,1,0
"US","Mobile_Apps","Might and Magic Clash of Heroes",4,0,0
"US","Mobile_Apps","Twitter",5,1,0
"US","Mobile_Apps","Minecraft",5,1,0
"US","Mobile_Apps","Pirate Adventures 2: Ghost Island",5,1,0
"US","Digital_Music_Purchase","The Heist [Explicit]",5,0,0
"US","Mobile_Apps","Doctor Who: Legacy",5,1,0
"DE","Mobile_Apps","Ichi",5,1,1
"US","Mobile_Apps","Twitch",5,1,0
"US","Mobile_Apps","Grim Legends: The Forsaken Bride",5,1,0
"UK","Toys","LEGO Star Wars 9509: Advent Calendar (2012 version)",5,1,0
"US","Toys","Uncle Milton Radio Control Tarantula",1,1,0
"US","Mobile_Apps","Guess The Emoji",4,1,0
"DE","PC","Intel Core I7-2600K LGA1155 Desktop boxed Prozessor (8M Cache, up to 3,80 GHz, 3400MHz)",5,1,2
"US","Mobile_Apps","Angry Birds Free",4,1,0
"US","PC","Intel Core i7-2600K Quad-Core Processor 3.4 Ghz 8 MB Cache LGA 1155 - BX80623I72600K",5,1,0
"US","Mobile_Apps","Bible",4,1,0
"US","Mobile_Apps","CSI: Hidden Crimes",1,1,0
"US","Mobile_Apps","Pinterest",1,1,1
"US","Mobile_Apps","Candy Crush Saga",5,1,0
"US","Mobile_Apps","REBALL (Pro)",5,1,0
"US","Mobile_Apps","Solitaire",4,1,0
"US","Mobile_Apps","Yahoo Mail – Keeps you organized!",4,1,1
"UK","Mobile_Apps","ES File Explorer File Manager",5,1,0
"US","Mobile_Apps","My Talking Tom",5,1,1
"US","Mobile_Apps","Can You Escape",5,1,0
"US","Mobile_Apps","Call of Duty®: Heroes",5,1,0
"US","Mobile_Apps","My Horse",5,1,0
"US","Mobile_Apps","Subway Surfers",5,1,1
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,1,0
"US","Mobile_Apps","9 Clues: The Secret of Serpent Creek",5,1,1
"US","Toys","Schleich Giant Turtle",4,0,1
"US","Mobile_Apps","Duolingo: Learn Languages Free",5,1,0
"US","Mobile_Apps","Bardbarian - Golden Lute Edition",5,1,1
"DE","Digital_Music_Purchase","An Awesome Wave",5,1,0
"US","Mobile_Apps","Letters From Nowhere®: A Hidden Object Mystery",2,1,0
"US","Digital_Music_Purchase","Magic",5,1,1
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,1,0
"US","Mobile_Apps","Spider Solitaire Pro",5,1,0
"UK","Mobile_Apps","Star Traders RPG Elite",4,1,5
"US","Toys","LEGO Friends Olivia's Tree House 3065",3,1,6
"US","Mobile_Apps","MoboPlayer",2,1,0
"UK","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,1,4
"US","Mobile_Apps","Order & Chaos Online",4,1,0
"US","Mobile_Apps","101-in-1 Games",4,1,0
"US","Mobile_Apps","Candy Crush Saga",4,1,0
"UK","Mobile_Apps","The Room Two (Kindle Tablet Edition)",1,1,2
