"dep","dest","sYear","smonth","sdate","class"
"HND","NGO","2015","05","06","Y"
"OKA","NGO","20l5","o4","A5","Y"
"OKA","NGO","2015","04","25","S"
"3GO","OKA","S015","0F","25","Y"
"NGO","OKA","2015","04","19","Y"
"OKa","NGO","2015","05","17","Y"
"OKA","NGO","2015","05","17","Y"
"OKA","NGO","2015","05","17","Y"
"OKA","NGO","2015","04","18","Y"
"HND","NGO","2015","08","15","Y"
"HND","NGO","2015","08","15","Y"
"NGO","HND","2015","08","15","Y"
"NGO","HND","2015","08","15","Y"
"SDJ","NGO","2015","08","30","Y"
"NGO","SDJ","2015","08","28","Y"
"HND","OKA","2015","08","20","Y"
"HND","OKA","2015","08","20","Y"
"SDJ","NGO","2015","04","10","Y"
"SDJ","NGO","2015","04","10","Y"
"SDJ","NGO","2015","12","06","Y"
"NGO","SDJ","2015","12","05","Y"
"NGO","SDJ","2015","12","06","Y"
"NGO","SPK","2015","12","05","Y"
"SPK","NGO","2015","12","05","Y"
"SPK","NGO","2015","12","06","Y"
"HND","OKA","2015","08","19","Y"
"HND","OKA","2015","08","19","Y"
"OKA","NGO","2015","08","21","Y"
"OKA","NGO","2015","08","21","Y"
"SDJ","NGO","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2016","01","01","Y"
"SPK","NGO","2016","01","01","Y"
"NGO","SPK","2016","01","01","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","12","31","Y"
"NGO","SPK","2015","09","25","Y"
"NGO","SPK","2015","09","26","Y"
"SPK","NGO","2015","09","26","Y"
"NGO","SPK","2015","09","26","Y"
"NGO","SPK","2015","09","25","Y"
"NGO","SDJ","2015","09","25","Y"
"NGO","SDJ","2015","09","25","Y"
"NGO","SDJ","2015","09","26","Y"
"HND","ISG","2015","08","19","Y"
"HND","ISG","2015","08","19","Y"
"ISG","OKA","2015","08","19","Y"
"HND","OKA","2015","08","19","Y"
"HND","OKA","2015","08","19","Y"
"OKA","NGO","2015","08","21","Y"
"OKA","NGO","2015","08","21","Y"
"HND","ISG","2015","08","18","Y"
"HND","ISG","2015","08","18","Y"
"HND","ISG","2015","08","19","Y"
"HND","ISG","2015","08","20","Y"
"ISG","HND","2015","08","20","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","25","Y"
"ISG","HND","2015","08","21","Y"
"HND","ISG","2015","08","21","Y"
"HND","ISG","2015","08","22","Y"
"ISG","HND","2015","08","21","Y"
"ISG","NGO","2015","08","21","Y"
"ISG","NGO","2015","08","20","Y"
"ISG","NGO","2015","08","19","Y"
"ISG","NGO","2015","08","19","Y"
"NGO","ISG","2015","10","31","Y"
"NGO","OKA","2015","10","31","Y"
"NGO","OKA","2015","11","01","Y"
"OKA","NGO","2015","11","01","Y"
"NGO","OKA","2015","10","31","Y"
"NGO","SDJ","2015","08","28","Y"
"NGO","SDJ","2015","08","28","Y"
"SDJ","NGO","2015","08","28","Y"
"SDJ","NGO","2015","08","29","Y"
"SDJ","NGO","2015","08","30","Y"
"SDJ","NGO","2015","08","30","Y"
"SDJ","NGO","2015","08","29","Y"
"SDJ","NGO","2015","08","28","Y"
"NGO","SDJ","2015","08","28","Y"
"NGO","SDJ","2015","08","29","Y"
"NGO","SDJ","2015","08","28","Y"
"NGO","SDJ","2015","08","28","Y"
"NGO","SDJ","2015","09","26","Y"
"SDJ","NGO","2015","09","26","Y"
"SDJ","NGO","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","08","28","Y"
"NGO","SDJ","2015","08","29","Y"
"NGO","SDJ","2015","08","30","Y"
"SDJ","NGO","2015","08","30","Y"
"SDJ","NGO","2015","08","30","Y"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"NGO","SPK","2016","02","07","S"
"NGO","SPK","2016","02","07","S"
"NGO","SPK","2016","02","07","S"
"NGO","SPK","2016","02","07","S"
"NGO","SPK","2016","02","07","Y"
"NGO","SPK","2016","02","07","Y"
"NGO","SPK","2016","02","07","Y"
"NGO","SPK","2016","02","07","Y"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2015","12","28","Y"
"SPK","NGO","2016","02","06","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","Y"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","S"
"SPK","HND","2016","02","07","S"
"NGO","SDJ","2015","08","28","Y"
"NGO","SDJ","2015","08","28","Y"
"SDJ","NGO","2015","08","30","Y"
"SDJ","NGO","2015","08","30","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"NGO","SDJ","2015","09","27","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"SDJ","NGO","2015","08","30","Y"
"SDJ","NGO","2015","10","25","Y"
"SDJ","NGO","2015","10","25","Y"
"SDJ","NGO","2015","10","25","Y"
"HND","SPK","2016","02","06","Y"
"HND","SPK","2016","02","06","Y"
"SDJ","NGO","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","25","Y"
"NGO","SDJ","2015","09","25","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","28","Y"
"NGO","SDJ","2015","09","25","Y"
"NGO","SDJ","2015","09","25","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"NGO","SDJ","2015","09","27","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","25","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"SDJ","NGO","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"SDJ","NGO","2015","09","26","Y"
"SDJ","NGO","2015","09","27","Y"
"NGO","SDJ","2015","09","27","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","25","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","24","Y"
"NGO","HND","2015","10","08","Y"
"NGO","HND","2015","10","08","Y"
"NGO","HND","2015","10","09","Y"
"NGO","HND","2015","10","08","Y"
"NGO","HND","2015","10","07","Y"
"NGO","HND","2015","10","06","Y"
"HND","NGO","2015","10","06","Y"
"HND","NGO","2015","10","07","Y"
"HND","OKA","2016","04","23","Y"
"HND","OKA","2016","04","22","Y"
"HND","OKA","2016","04","23","Y"
"OKA","HND","2016","04","23","Y"
"OKA","HND","2016","04","24","Y"
"OKA","HND","2016","04","23","Y"
"HND","OKA","2016","04","23","Y"
"HND","OKA","2016","04","22","Y"
"HND","OKA","2016","04","23","Y"
"HND","NGO","2015","10","08","Y"
"HND","NGO","2015","10","09","Y"
"NGO","SPK","2016","02","06","Y"
"SPK","NGO","2016","02","06","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","06","Y"
"NGO","SPK","2016","02","06","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","S"
"SPK","NGO","2016","02","07","Y"
"SPK","NGO","2016","02","07","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"SDJ","NGO","2015","09","26","Y"
"SDJ","NGO","2015","09","27","Y"
"SDJ","NGO","2015","09","27","Y"
"SDJ","NGO","2015","09","26","Y"
"NGO","SDJ","2015","09","26","Y"
"NGO","SDJ","2015","12","04","Y"
"NGO","SDJ","2015","12","05","Y"
"NGO","SDJ","2015","12","06","Y"
"SDJ","NGO","2015","12","06","Y"
"NGO","HND","2016","01","06","Y"
"HND","NGO","2016","01","06","Y"
"HND","NGO","2016","01","07","Y"
"NGO","HND","2016","01","07","Y"
"HND","SPK","2016","07","16","Y"
"SPK","HND","2016","07","16","Y"
"SPK","HND","2016","07","17","Y"
"SPK","HND","2016","07","16","Y"
"HND","SPK","2016","07","16","Y"
"HND","SPK","2016","09","17","Y"
"HND","NGO","2016","01","11","Y"
"HND","NGO","2016","01","11","S"
"HND","NGO","2016","01","11","Y"
"NGO","HND","2016","01","11","Y"
"HND","NGO","2016","01","11","Y"
"NGO","SPK","2016","04","04","Y"
"HND","NGO","2016","04","04","Y"
"HND","NGO","2016","04","04","S"
"HND","NGO","2016","04","04","Y"
"HND","NGO","2016","04","04","S"
"HND","NGO","2016","04","04","Y"
"NGO","OKA","2016","04","23","Y"
"NGO","OKA","2016","04","24","Y"
"OKA","NGO","2016","04","24","Y"
"OKA","NGO","2016","04","25","Y"
"OKA","NGO","2016","04","24","Y"
"NGO","OKA","2016","04","24","Y"
"NGO","OKA","2016","04","23","Y"
"NGO","SPK","2016","05","28","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","ISG","2016","03","19","Y"
"NGO","ISG","2016","03","19","Y"
"NGO","ISG","2016","03","19","Y"
"NGO","ISG","2016","03","19","S"
"NGO","ISG","2016","03","19","S"
"NGO","ISG","2016","03","19","S"
"NGO","ISG","2016","03","19","Y"
"HND","ISG","2016","03","19","Y"
"HND","ISG","2016","03","19","S"
"HND","ISG","2016","03","19","Y"
"HND","ISG","2016","03","19","S"
"HND","ISG","2016","03","19","Y"
"HND","ISG","2016","04","16","Y"
"HND","ISG","2016","04","23","Y"
"HND","ISG","2016","04","23","Y"
"HND","ISG","2016","04","23","Y"
"HND","ISG","2016","04","23","Y"
"HND","ISG","2016","04","23","Y"
"HND","ISG","2016","04","23","Y"
"HND","ISG","2016","04","23","Y"
"NGO","ISG","2016","05","07","Y"
"NGO","ISG","2016","05","07","S"
"NGO","ISG","2016","05","07","S"
"NGO","ISG","2016","05","07","S"
"NGO","ISG","2016","05","07","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","SPK","2016","05","28","Y"
"NGO","SPK","2016","05","29","Y"
"SPK","NGO","2016","05","29","Y"
"SPK","NGO","2016","05","29","Y"
"SPK","NGO","2016","05","29","Y"
"SPK","NGO","2016","05","29","Y"
"SPK","NGO","2016","05","29","Y"
"SPK","NGO","2016","05","29","S"
"SPK","NGO","2016","05","29","S"
"SPK","NGO","2016","05","29","S"
"SPK","NGO","2016","05","29","Y"
"NGO","SPK","2016","05","29","Y"
"NGO","SPK","2016","05","28","Y"
"NGO","SPK","2016","05","27","Y"
"NGO","OKA","2016","05","07","Y"
"NGO","OKA","2016","05","08","Y"
"OKA","NGO","2016","05","08","Y"
"NGO","OKA","2016","05","08","Y"
"NGO","OKA","2016","05","07","Y"
"NGO","ISG","2016","05","05","Y"
"NGO","ISG","2016","05","06","Y"
"ISG","NGO","2016","05","06","Y"
"ISG","NGO","2016","05","07","Y"
"NGO","ISG","2016","05","07","Y"
"ISG","NGO","2016","05","07","Y"
"NGO","ISG","2016","05","07","Y"
"ISG","NGO","2016","05","07","Y"
"ISG","NGO","2016","05","06","Y"
"NGO","ISG","2016","05","06","Y"
"NGO","ISG","2016","05","05","Y"
"HND","ISG","2016","06","17","Y"
"HND","ISG","2016","05","05","Y"
"HND","ISG","2016","05","05","S"
"ISG","HND","2016","05","05","S"
"ISG","HND","2016","05","06","S"
"ISG","HND","2016","05","07","S"
"ISG","HND","2016","05","07","S"
"ISG","HND","2016","05","07","S"
"ISG","HND","2016","05","07","Y"
"ISG","HND","2016","05","08","Y"
"ISG","HND","2016","05","08","Y"
"NGO","ISG","2016","05","28","Y"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"SPK","OKA","2016","05","29","Y"
"SPK","OKA","2016","05","29","Y"
"SPK","OKA","2016","05","29","Y"
"SPK","OKA","2016","05","29","S"
"SPK","OKA","2016","05","28","S"
"SPK","OKA","2016","05","28","Y"
"SPK","OKA","2016","05","28","S"
"SPK","OKA","2016","05","29","S"
"SPK","OKA","2016","05","29","Y"
"SPK","OKA","2016","05","21","Y"
"SPK","OKA","2016","05","21","S"
"SPK","OKA","2016","05","21","Y"
"OKA","SPK","2016","05","21","Y"
"OKA","SPK","2016","05","21","S"
"OKA","SPK","2016","05","21","Y"
"OKA","SPK","2016","05","21","S"
"OKA","SPK","2016","05","21","S"
"OKA","SPK","2016","05","21","S"
"OKA","SPK","2016","05","21","Y"
"OKA","SPK","2016","05","21","S"
"OKA","SPK","2016","05","21","Y"
"SPK","OKA","2016","05","21","Y"
"SPK","OKA","2016","05","21","S"
"SPK","OKA","2016","05","21","Y"
"NGO","OKA","2016","05","18","Y"
"NGO","OKA","2016","05","18","Y"
"NGO","OKA","2016","05","18","Y"
"NGO","OKA","2016","05","18","S"
"NGO","OKA","2016","05","18","Y"
"ISG","NGO","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"ISG","NGO","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"ISG","NGO","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","28","S"
"OKA","NGO","2016","05","28","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","28","S"
"HND","OKA","2016","04","29","Y"
"OKA","HND","2016","04","29","Y"
"OKA","HND","2016","04","30","Y"
"OKA","HND","2016","05","01","Y"
"OKA","HND","2016","05","02","Y"
"OKA","HND","2016","05","03","Y"
"OKA","HND","2016","05","04","Y"
"OKA","HND","2016","05","05","Y"
"OKA","HND","2016","05","06","Y"
"OKA","HND","2016","05","05","Y"
"OKA","HND","2016","05","04","Y"
"OKA","HND","2016","05","03","Y"
"OKA","HND","2016","05","02","Y"
"OKA","HND","2016","04","30","Y"
"OKA","HND","2016","04","29","Y"
"HND","OKA","2016","04","29","Y"
"NGO","OKA","2016","04","29","Y"
"NGO","OKA","2016","04","29","S"
"NGO","OKA","2016","04","28","S"
"NGO","OKA","2016","04","28","Y"
"NGO","OKA","2016","04","28","S"
"NGO","OKA","2016","04","29","S"
"NGO","OKA","2016","04","29","Y"
"NGO","SPK","2016","04","29","Y"
"SPK","NGO","2016","04","29","Y"
"SPK","NGO","2016","04","30","Y"
"SPK","NGO","2016","05","01","Y"
"SPK","NGO","2016","05","02","Y"
"SPK","NGO","2016","05","03","Y"
"SPK","NGO","2016","05","04","Y"
"SPK","NGO","2016","05","05","Y"
"SPK","NGO","2016","05","04","Y"
"SPK","NGO","2016","05","03","Y"
"SPK","NGO","2016","05","02","Y"
"SPK","NGO","2016","05","01","Y"
"SPK","NGO","2016","04","30","Y"
"NGO","SPK","2016","04","29","Y"
"HND","SPK","2016","04","29","Y"
"HND","SPK","2016","04","30","Y"
"HND","SPK","2016","05","01","Y"
"HND","SPK","2016","05","02","Y"
"HND","SPK","2016","05","03","Y"
"HND","SPK","2016","05","04","Y"
"HND","SPK","2016","05","05","Y"
"HND","SPK","2016","05","06","Y"
"SPK","HND","2016","05","06","Y"
"HND","SPK","2016","05","06","Y"
"HND","SPK","2016","05","04","Y"
"HND","SPK","2016","05","03","Y"
"HND","SPK","2016","04","29","Y"
"HND","OKA","2016","05","21","Y"
"HND","OKA","2016","05","22","Y"
"OKA","HND","2016","05","22","Y"
"HND","OKA","2016","05","22","Y"
"HND","OKA","2016","05","21","Y"
"NGO","OKA","2016","05","07","Y"
"NGO","OKA","2016","05","07","Y"
"NGO","OKA","2016","05","07","S"
"NGO","OKA","2016","05","07","Y"
"NGO","OKA","2016","05","07","Y"
"NGO","OKA","2016","05","07","Y"
"NGO","OKA","2016","05","08","Y"
"OKA","NGO","2016","05","08","Y"
"NGO","OKA","2016","05","08","Y"
"NGO","OKA","2016","05","07","Y"
"NGO","ISG","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","29","S"
"ISG","NGO","2016","05","29","S"
"ISG","NGO","2016","05","29","Y"
"ISG","NGO","2016","05","30","Y"
"ISG","NGO","2016","05","30","Y"
"ISG","NGO","2016","05","30","Y"
"ISG","NGO","2016","05","29","Y"
"ISG","NGO","2016","05","29","S"
"NGO","ISG","2016","05","29","S"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","Y"
"OKA","NGO","2016","05","29","Y"
"OKA","NGO","2016","05","29","Y"
"OKA","NGO","2016","05","29","S"
"NGO","OKA","2016","05","29","S"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","28","Y"
"NGO","SPK","2016","05","28","Y"
"NGO","SPK","2016","05","28","Y"
"NGO","SPK","2016","05","28","Y"
"NGO","SPK","2016","05","28","S"
"NGO","SPK","2016","05","28","S"
"NGO","SPK","2016","05","28","S"
"NGO","SPK","2016","05","28","Y"
"NGO","MMY","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"NGO","ISG","2016","05","28","Y"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","29","S"
"ISG","NGO","2016","05","29","S"
"ISG","NGO","2016","05","29","Y"
"ISG","NGO","2016","05","29","Y"
"ISG","NGO","2016","05","29","Y"
"NGO","ISG","2016","05","28","S"
"NGO","ISG","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","Y"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","28","S"
"OKA","NGO","2016","05","28","S"
"OKA","NGO","2016","05","28","S"
"OKA","NGO","2016","05","28","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","29","S"
"OKA","NGO","2016","05","28","S"
"NGO","OKA","2016","05","28","S"
"NGO","OKA","2016","05","28","Y"
"NGO","HND","2016","06","28","Y"
"NGO","OKA","2016","05","17","Y"
"NGO","OKA","2016","05","18","Y"
"NGO","OKA","2016","05","18","S"
"NGO","OKA","2016","05","18","S"
"NGO","OKA","2016","05","18","S"
"OKA","NGO","2016","05","18","S"
"OKA","NGO","2016","05","19","S"
"OKA","NGO","2016","05","19","S"
"OKA","NGO","2016","05","19","S"
"OKA","NGO","2016","05","18","S"
"HND","NGO","2016","05","21","Y"
"HND","NGO","2016","05","21","Y"
"HND","NGO","2016","05","21","Y"
"NGO","SDJ","2016","05","22","Y"
"SDJ","NGO","2016","05","22","Y"
"SDJ","NGO","2016","05","22","Y"
"SDJ","NGO","2016","05","22","Y"
"NGO","SDJ","2016","05","22","Y"
"NGO","HND","2016","07","13","Y"
"ISG","NGO","2016","10","25","Y"
"ISG","NGO","2016","10","25","Y"
"ISG","NGO","2016","10","25","Y"
"ISG","NGO","2016","10","25","Y"
"ISG","NGO","2016","10","25","Y"
"ISG","NGO","2016","10","25","Y"
"ISG","NGO","2016","10","25","Y"
"HND","SPK","2016","09","19","Y"
"HND","SPK","2016","09","19","Y"
"HND","SPK","2016","09","19","Y"
"HND","SPK","2016","09","19","S"
"HND","SPK","2016","09","19","S"
"HND","SPK","2016","09","19","S"
"HND","SPK","2016","09","19","Y"
"HND","SPK","2016","10","09","Y"
"SPK","HND","2016","10","09","Y"
"SPK","HND","2016","10","09","S"
"SPK","HND","2016","10","09","Y"
"SPK","HND","2016","10","10","Y"
"SPK","HND","2016","10","10","Y"
"SPK","HND","2016","10","10","Y"
"SPK","HND","2016","10","09","Y"
"HND","MMY","2016","10","09","Y"
"HND","MMY","2016","10","09","S"
"HND","MMY","2016","10","09","S"
"HND","MMY","2016","10","09","S"
"HND","MMY","2016","10","09","Y"
"NGO","SDJ","2016","10","17","Y"
"NGO","SDJ","2016","10","17","Y"
"NGO","SDJ","2016","10","17","Y"
"NGO","SDJ","2016","11","07","Y"
"NGO","SDJ","2016","11","07","Y"
"NGO","SDJ","2016","11","07","Y"
"NGO","SDJ","2016","10","17","Y"
"NGO","SPK","2016","11","22","Y"
"SPK","HND","2016","11","23","Y"
"SPK","HND","2016","11","23","Y"
"SPK","HND","2016","11","23","Y"
"SPK","HND","2016","11","23","Y"
"SPK","HND","2016","11","23","Y"
"NRT","SPK","2016","11","22","Y"
"NRT","SPK","2016","11","22","Y"
"NRT","SPK","2016","11","22","Y"
"NGO","SPK","2016","11","22","Y"
"NGO","SPK","2016","11","23","S"
"NGO","SPK","2016","11","22","Y"
"SPK","HND","2016","11","23","Y"
"SPK","HND","2016","11","23","S"
"SPK","HND","2016","11","23","Y"
"SPK","HND","2016","11","23","S"
"SPK","HND","2016","11","23","Y"
"SPK","HND","2016","11","23","Y"
"SPK","HND","2016","11","23","S"
"NGO","SPK","2016","11","22","Y"
"NGO","SPK","2016","11","22","Y"
"ISG","NGO","2016","10","26","Y"
"NRT","OKA","2016","12","05","Y"
"NRT","OKA","2016","12","05","Y"
"NRT","OKA","2016","12","05","Y"
"NRT","OKA","2016","12","06","Y"
"NRT","OKA","2016","12","05","Y"
"NRT","SPK","2016","12","05","Y"
"NRT","SDJ","2016","12","23","Y"
"NRT","SDJ","2016","12","22","Y"
"NRT","SDJ","2017","01","08","Y"
"SDJ","NRT","2017","01","09","Y"
"HND","NGO","2017","03","17","Y"
"NGO","HND","2017","03","17","Y"
"HND","ISG","2017","02","02","Y"
"HND","ISG","2017","02","03","Y"
"HND","ISG","2017","02","04","Y"
"HND","ISG","2017","02","05","Y"
"HND","ISG","2017","02","06","Y"
"HND","ISG","2017","02","07","Y"
"HND","ISG","2017","02","08","Y"
"HND","ISG","2017","02","09","Y"
"HND","ISG","2017","02","10","Y"
"HND","ISG","2017","02","11","Y"
"HND","ISG","2017","02","12","Y"
"HND","ISG","2017","02","13","Y"
"HND","ISG","2017","02","12","Y"
"HND","SPK","2017","02","07","Y"
"HND","SPK","2017","02","08","Y"
"HND","SPK","2017","02","09","Y"
"HND","SPK","2017","02","10","Y"
"HND","SPK","2017","02","11","Y"
"HND","SPK","2017","02","12","Y"
"HND","SPK","2017","02","11","Y"
"HND","SPK","2017","02","10","Y"
"HND","SPK","2017","02","09","Y"
"HND","SPK","2017","02","08","Y"
"HND","SPK","2017","02","07","Y"
"HND","WKJ","2017","02","07","Y"
"HND","WKJ","2017","02","08","Y"
"HND","WKJ","2017","02","07","Y"
"HND","SPK","2017","02","04","Y"
"SPK","HND","2017","02","05","Y"
"SPK","NGO","2017","02","05","Y"
"SPK","NGO","2017","02","05","Y"
"SPK","NGO","2017","02","05","Y"
"HND","SPK","2017","02","04","Y"
"HND","SPK","2017","02","04","Y"
"HND","SPK","2017","02","04","Y"
"SPK","HND","2017","03","05","Y"
"SPK","HND","2017","02","05","Y"
"HND","SPK","2017","02","07","Y"
"HND","NGO","2016","12","11","Y"
"NGO","HND","2016","12","12","Y"
"NGO","SDJ","2017","01","24","Y"
"NGO","SDJ","2017","01","24","Y"
"NGO","SDJ","2017","01","24","Y"
"NGO","SDJ","2017","01","24","Y"
"SDJ","NGO","2017","03","01","Y"
"HND","SPK","2017","07","16","Y"
"HND","SPK","2017","07","16","Y"
"HND","SPK","2017","07","17","Y"
"SPK","HND","2017","07","17","Y"
"SPK","HND","2017","07","18","Y"
"SPK","HND","2017","07","18","Y"
"SPK","HND","2017","07","18","Y"
"NGO","SDJ","2017","04","24","Y"
"NGO","SDJ","2017","04","24","Y"
"NGO","SDJ","2017","04","24","Y"
"NGO","SDJ","2017","04","25","Y"
"NGO","SDJ","2017","05","16","Y"
"NGO","SDJ","2017","05","23","Y"
"NGO","SDJ","2017","05","16","Y"
"NGO","SDJ","2017","04","25","Y"
"NGO","SDJ","2017","07","28","Y"
"HND","SPK","2017","09","27","Y"
"HND","SPK","2017","09","24","Y"
"HND","SPK","2017","09","25","Y"
"SPK","HND","2017","09","25","Y"
"HND","SPK","2017","09","25","Y"
"HND","SPK","2017","09","24","Y"
"HND","SPK","2017","09","27","Y"
"HND","SPK","2017","09","24","Y"
"HND","SPK","2017","09","25","Y"
"SPK","HND","2017","09","25","Y"
"HND","SPK","2017","09","25","Y"
