"MarketPlace","product_category","product_title","star_rating","verified_purchase","helpful_vote"
"US","Mobile_Apps","Temple Run",5,"Y",0
"US","Mobile_Apps","Castle Clash",2,"Y",1
"UK","Digital_Music_Purchase","Breakfast In America (Remastered)",5,"Y",0
"US","Mobile_Apps","Paranormal Agency® (Full)",4,"Y",0
"US","Mobile_Apps","CastleVille Legends",5,"Y",0
"DE","PC","DiMeCard-SD: SD + microSD Speicherkartenhalter (Kreditkartenformat)",5,"Y",2
"FR","PC","SanDisk MicroSDHC Ultra",4,"Y",0
"US","Mobile_Apps","Flashlight",5,"Y",0
"US","Mobile_Apps","101-in-1 Games",5,"Y",0
"DE","Mobile_Apps","Camera ZOOM FX Premium",5,"Y",1
"UK","Mobile_Apps","Angry Birds Free",5,"Y",0
"DE","PC","Artic Silver 5 Wärmeleitpaste - 3.5 g",5,"Y",0
"US","Toys","LEGO CITY Helicopter Rescue - 4429",5,"Y",0
"DE","Mobile_Apps","Final Freeway 2R",3,"Y",0
"US","Digital_Music_Purchase","18 Months [Explicit]",5,"Y",0
"UK","Mobile_Apps","Candy Crush Saga",5,"Y",0
"DE","Mobile_Apps","Spider",5,"Y",11
"UK","Mobile_Apps","Fruit Drops Part II - Match Three Puzzle",5,"Y",3
"US","Mobile_Apps","Sweet Drmzzz",5,"Y",0
"US","Mobile_Apps","Dr. Panda Hospital",5,"Y",1
"US","Mobile_Apps","DragonVale",5,"Y",0
"JP","PC","EIZO FORIS 23.0インチ TFTモニタ 1920x1080 DVI-D24ピンx1 D-Sub15ピンx1 HDMIx2 ブラック FS2333",5,"Y",4
"DE","Mobile_Apps","Geist-Detektor-Radar",1,"Y",0
"UK","Mobile_Apps","Virtual City Playground®: Building Tycoon",4,"Y",0
"UK","Mobile_Apps","The Secret Society® - Hidden Mystery",4,"Y",0
"UK","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"N",0
"UK","PC","Mobee The Magic Charger for The Apple Wireless Magic Mouse",4,"Y",0
"UK","Mobile_Apps","Criminal Case",5,"Y",0
"US","Mobile_Apps","Kik Messenger",5,"Y",0
"UK","Mobile_Apps","Township",5,"Y",0
"US","Mobile_Apps","Alarm Clock for Me free",5,"Y",0
"US","Toys","Doctor Who - The Tenth Doctor's Sonic Screwdriver",3,"N",0
"US","Mobile_Apps","Angry Birds Star Wars II",4,"Y",0
"US","Mobile_Apps","Candy Crush Saga",4,"Y",0
"US","Mobile_Apps","CastleVille Legends",4,"Y",0
"UK","Toys","The Settlers of Catan Board Game - discontinued by manufacturer",5,"Y",0

"UK","Mobile_Apps","Box It! 2",2,"Y",0
"UK","Mobile_Apps","Modern Combat 4: Zero Hour",4,"N",75
"US","Mobile_Apps","Jurassic Park™ Builder",2,"Y",3
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Battery",3,"Y",0
"UK","Mobile_Apps","The Secret Society® - Hidden Mystery",3,"Y",0
"DE","Mobile_Apps","SwiftKey",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Mobile_Apps","Calculator Pro",5,"Y",0
"UK","Mobile_Apps","Cut the Rope 2",5,"Y",0
"US","Mobile_Apps","Jurassic Park™ Builder",4,"Y",0
"US","Mobile_Apps","Temple Run 2",1,"Y",1
"UK","Mobile_Apps","Gummy Drop!",1,"Y",0
"US","Mobile_Apps","Quell",5,"N",3
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",0
"US","Mobile_Apps","FarmVille 2: Country Escape",4,"Y",0
"US","Mobile_Apps","Mahjong Artifacts® (Full)",5,"Y",2
"US","Mobile_Apps","Dumb Ways to Die",4,"Y",1
"UK","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"UK","Mobile_Apps","Flick Golf",4,"Y",23
"US","Mobile_Apps","Oxford Advanced Learner’s Dictionary, 8th edition",5,"Y",0
"UK","Mobile_Apps","Guess The Emoji",5,"Y",0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",0
"US","Mobile_Apps","Midnight Castle – A Free Hidden Object Mystery Game for Fire! Find objects and solve puzzles!",4,"Y",0
"US","Mobile_Apps","UNO (Kindle Tablet Edition)",4,"Y",0
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","Midnight Castle – A Free Hidden Object Mystery Game for Fire! Find objects and solve puzzles!",5,"Y",0
"US","Mobile_Apps","Guess The Emoji",5,"Y",0
"US","Mobile_Apps","Flow Free",5,"Y",0
"UK","Mobile_Apps","Guess The Emoji",4,"Y",0
"US","Mobile_Apps","Piano Master",4,"N",2
"UK","Mobile_Apps","The Room (Kindle Tablet Edition)",5,"Y",12
"US","Mobile_Apps","The Oregon Trail: American Settlers",5,"Y",0
"US","Toys","Bandai Tamashii Nations S.H.Figuarts Sailor Venus ""Sailor Moon"" Action Figure",5,"Y",0
"US","Mobile_Apps","King Oddball",4,"Y",1
"US","Digital_Music_Purchase","Oceania",3,"Y",0
"DE","Mobile_Apps","White Noise",4,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Sorcery! 2",5,"Y",12
"US","Mobile_Apps","Subway Surfers",4,"Y",0
"US","Toys","Intex Ocean Inflatable Play Center, 100"" X 77"" X 31"", for Ages 2+",5,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"UK","Mobile_Apps","Puzzle Quest 2 by Namco",5,"Y",0
"US","Digital_Music_Purchase","The Temperance Movement",5,"Y",0
"US","Mobile_Apps","Kindle for Android",5,"Y",0
"US","Mobile_Apps","Notebooks",4,"Y",0
"US","Mobile_Apps","The Secret of Grisly Manor",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",4,"Y",0
"US","Mobile_Apps","Bible",5,"Y",0
"US","Mobile_Apps","Alice in the Mirrors of Albion",5,"Y",0
"US","Mobile_Apps","Calculator Plus",5,"N",0
"UK","Mobile_Apps","CrossMe Premium Nonograms",5,"Y",0
"US","Mobile_Apps","Duolingo: Learn Languages Free",2,"Y",0
"UK","Mobile_Apps","Notebooks",4,"Y",1
"UK","Mobile_Apps","Search Engine For Google",5,"Y",0
"US","Mobile_Apps","Farm Heroes Saga",5,"Y",0
"US","Mobile_Apps","Solitaire",4,"Y",0
"US","Digital_Music_Purchase","Vows (Deluxe Version)",5,"Y",0
"US","Mobile_Apps","Facebook",5,"Y",0
"US","Mobile_Apps","Clean Master Phone Boost",5,"Y",0
"DE","Toys","Lego Friends  3184 - Abenteuer Wohnmobil",5,"Y",0
"US","Digital_Music_Purchase","True",5,"Y",0
"UK","Mobile_Apps","Battery",5,"Y",3
"US","Mobile_Apps","Alice in the Mirrors of Albion",4,"Y",0
"US","Mobile_Apps","Pinterest",5,"Y",0
"US","Mobile_Apps","8 Ball Pool",5,"Y",0
"US","PC","Belkin Classic Case for Kindle Fire HD 7"", Blacktop (will only fit Kindle Fire HD 7"")",5,"N",0
"US","Mobile_Apps","Solitaire",5,"Y",0
"US","Mobile_Apps","Bible",5,"Y",0
"US","Mobile_Apps","Guess The Emoji",4,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Castle Clash",4,"Y",0
"US","Mobile_Apps","Dumb Ways to Die",5,"Y",98
"US","Mobile_Apps","Moon Phase Pro",5,"Y",0
"US","Mobile_Apps","Chess Free",4,"Y",0
"US","Mobile_Apps","Alarm Clock for Me free",5,"Y",0
"US","Digital_Music_Purchase","The Winery Dogs",5,"N",0
"US","Mobile_Apps","Mahjong Deluxe 2",2,"Y",0
"UK","Mobile_Apps","Cut the Rope: Time Travel HD",1,"Y",4
"US","Mobile_Apps","Yahoo Mail – Keeps you organized!",5,"Y",0
"US","Mobile_Apps","My Horse",5,"Y",0
"US","Mobile_Apps","8 Ball Pool",1,"Y",1
"UK","Mobile_Apps","Bubble Witch 2 Saga",4,"Y",0
"US","Mobile_Apps","Bible",5,"Y",0
"US","Mobile_Apps","Frozen Free Fall",5,"Y",420
"US","Toys","LEGO The DeLorean Time Machine Building Set 21103 (Discontinued by manufacturer)",5,"Y",0
"US","Mobile_Apps","Plague Inc.",2,"Y",0
"UK","Mobile_Apps","Empire: Four Kingdoms",1,"Y",53
"US","Mobile_Apps","Neon Flow",5,"Y",1
"US","Mobile_Apps","Cars, Trucks & Community Vehicles - Puzzle for Kids",5,"Y",10
"US","Mobile_Apps","BINGO BLITZ: Play Free Bingo & Slots!",4,"Y",0
"US","Mobile_Apps","AccuWeather with Superior Accuracy™",5,"Y",0
"US","Mobile_Apps","Gmail Client For Kindle Fire",1,"Y",2
"US","Mobile_Apps","Amazing Alex Premium",5,"Y",0
"DE","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Clean Master Phone Boost",4,"Y",0
"US","Mobile_Apps","Skype",3,"N",3
"UK","PC","Griffin Elevator Desktop Stand for Laptops  & Macbooks",5,"Y",0
"US","Mobile_Apps","TuneIn Radio Pro",3,"Y",0
"UK","Mobile_Apps","Order & Chaos Duels - Trading Card Game",4,"Y",1
"US","Toys","LEGO® DUPLO®LEGOVille 5682 : Fire truck",5,"Y",0
"US","Mobile_Apps","K-9 Mail",5,"Y",0
"US","PC","AMD A8-5600K APU 3.6Ghz Processor AD560KWOHJBOX",5,"N",1
"US","PC","SanDisk Ultra 16GB UHS-I/Class 10 Micro SDHC Memory Card With Adapter- SDSDQUAN-016G-G4A [Old Version]",5,"Y",0
"US","Mobile_Apps","Face Swap - Switch Faces",5,"Y",2
"US","Mobile_Apps","Solitaire",4,"Y",0
"US","Mobile_Apps","Feedly Reader | Blogs, News, RSS and Youtube",5,"Y",0
"US","Mobile_Apps","Gangstar Rio: City of Saints (Kindle Tablet Edition)",5,"Y",0
"US","PC","Amazon 5ft USB to Micro-USB Cable (works with most Micro-USB Tablets)",5,"Y",0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",1
"US","Mobile_Apps","The Secret of Grisly Manor",5,"N",0
"US","Toys","Funko POP Movies Despicable Me: Carl Vinyl Figure",5,"Y",3
"US","Mobile_Apps","My Horse",5,"Y",0
"US","Mobile_Apps","Survivors: The Quest®",4,"Y",0
"DE","Digital_Music_Purchase","Elect The Dead (Standard Version) [Explicit]",5,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",0
"US","Mobile_Apps","Solitaire",2,"Y",0
"UK","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",0
"US","Mobile_Apps","Going Nuts",5,"Y",0
"DE","Mobile_Apps","Wayward Souls",3,"Y",0
"DE","Digital_Music_Purchase","Global Warming (Deluxe Version) [Explicit]",5,"Y",1
"US","Mobile_Apps","Ninja Hoodie",1,"N",6
"US","PC","USB to Micro USB Cable, White",4,"Y",0
"US","Mobile_Apps","Laserbreak Pro",4,"Y",0
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,"Y",0
"US","Mobile_Apps","Skype",1,"Y",8
"US","Mobile_Apps","Cooking Dash Deluxe",5,"Y",2
"US","Mobile_Apps","Wolfram|Alpha",5,"Y",0
"US","Mobile_Apps","Pudding Monsters HD",5,"Y",0
"US","Digital_Music_Purchase","Need You Now",5,"Y",0
"UK","Mobile_Apps","JW Library",5,"N",4
"US","Mobile_Apps","The Weather Channel: Forecast, Radar & Alerts",1,"Y",0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",0
"US","Mobile_Apps","Can You Escape",3,"N",0
"US","Mobile_Apps","101-in-1 Games",5,"Y",0
"US","PC","Kingston Digital MobileLite Wireless Flash Reader for Smartphones and Tablets (MLW221)",5,"Y",0
"UK","Mobile_Apps","Facebook",5,"Y",0
"UK","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,"Y",0
"US","Mobile_Apps","Solitaire",5,"Y",0
"US","Digital_Music_Purchase","Duets II",5,"N",0
"US","Mobile_Apps","Bitdefender Antivirus Free",3,"Y",0
"US","Mobile_Apps","DINO HUNTER: DEADLY SHORES",3,"Y",1
"US","Mobile_Apps","PAC-MAN -LITE-",3,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Chess Free",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",5
"US","Mobile_Apps","The Room Two (Kindle Tablet Edition)",5,"Y",0
"US","Mobile_Apps","Facebook",1,"Y",38
"UK","Mobile_Apps","Battery+",5,"Y",18
"US","Mobile_Apps","Township",5,"Y",0
"FR","PC","Transcend  TS-PDU3 Carte PCI Express Expansion card USB 3.0",5,"Y",3

"DE","Digital_Music_Purchase","Mellon Collie and the Infinite Sadness (2012 - Remaster) [Explicit]",5,"N",1
"US","Mobile_Apps","Mahjong Deluxe HD Free",4,"Y",0
"US","Mobile_Apps","Ice Age Village",5,"Y",0
"UK","Mobile_Apps","Ice Age Village",5,"Y",0
"US","Mobile_Apps","Quell",5,"Y",0
"US","Mobile_Apps","Temple Run 2",1,"Y",7
"US","Mobile_Apps","MY LITTLE PONY - Friendship is Magic",5,"Y",0
"US","Mobile_Apps","Adblock Plus",5,"Y",0
"US","Toys","Bandai Tamashii Nations S.H. Figurants Son Gohan ""Dragon Ball"" Action Figure",5,"Y",0
"DE","Mobile_Apps","Quell",5,"Y",0
"US","Mobile_Apps","101-in-1 Games",4,"Y",0
"US","Digital_Music_Purchase","Greatest Hits",5,"Y",0
"US","Mobile_Apps","Nemo's Reef",5,"Y",4
"UK","Mobile_Apps","Geometry Dash Lite",5,"Y",12
"US","Mobile_Apps","Midnight Castle – A Free Hidden Object Mystery Game for Fire! Find objects and solve puzzles!",1,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","AccuWeather with Superior Accuracy™",5,"Y",0
"US","Mobile_Apps","Plex",4,"Y",0
"US","Mobile_Apps","Magic 2014",3,"Y",0
"US","Digital_Music_Purchase","Morning Phase",2,"Y",1
"US","Mobile_Apps","Frozen Free Fall",2,"Y",0
"US","Mobile_Apps","Solitaire",4,"Y",0
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,"Y",0
"US","Mobile_Apps","Plex",5,"Y",0
"US","Digital_Music_Purchase","Frozen (Original Motion Picture Soundtrack)",5,"N",0
"US","Mobile_Apps","Paranormal Agency® (Full)",3,"Y",0
"US","Mobile_Apps","Photo Editor",5,"Y",0
"US","Mobile_Apps","Magic Jigsaw Puzzles",5,"Y",0
"US","Mobile_Apps","Pet Rescue Saga",5,"Y",0
"US","Mobile_Apps","Survivors: The Quest®",4,"Y",0
"US","Mobile_Apps","Alarm Clock Xtreme & Timer",5,"Y",0
"US","Mobile_Apps","Can You Escape",5,"Y",0
"US","Mobile_Apps","Business Calendar",1,"Y",2
"US","Mobile_Apps","Angry Birds Friends",5,"Y",1
"UK","Mobile_Apps","8 Ball Pool",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",0
"US","Mobile_Apps","Angry Birds Star Wars Premium HD (Fire Edition)",5,"Y",0
"US","Mobile_Apps","Mahjong Artifacts® (Full)",5,"Y",0
"US","Mobile_Apps","Amazon Underground",5,"Y",0
"US","Mobile_Apps","Escape From Work",1,"Y",0
"US","Mobile_Apps","The Oregon Trail: American Settlers",4,"Y",0
"US","Mobile_Apps","101-in-1 Games",3,"Y",0
"US","Mobile_Apps","Gravity Guy",5,"Y",1
"US","Mobile_Apps","PicShop - Photo Editor",5,"N",0
"DE","Mobile_Apps","Call of Duty®: Heroes",4,"Y",8
"US","Mobile_Apps","101-in-1 Games",5,"Y",0
"JP","PC","【Amazon.co.jp限定】TDK 録画用ブルーレイディスク BD-R 25GB 1-4倍速 ホワイトワイドプリンタブル 50枚スピンドル BRV25PWB50PK",5,"Y",0
"DE","Mobile_Apps","Photo Lab PRO – professioneller Fotoeditor mit vielen cool Effekten, Rahmen und Filtern!",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",0
"US","Mobile_Apps","8 Ball Pool",5,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Bible",1,"Y",11
"UK","Mobile_Apps","TuneIn Radio",4,"Y",1
"UK","Mobile_Apps","Nemo's Reef",5,"Y",0
"US","Mobile_Apps","Bible",5,"Y",0
"US","Mobile_Apps","Mystery Manor",1,"Y",0
"US","Mobile_Apps","Bubble Blaze",3,"Y",0
"UK","PC","Wenger 600638 IBEX 17"" Laptop Backpack , Triple Protect compartment with iPad/Tablet / eReader Pocket in Blue {25 Litres}",4,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"UK","Mobile_Apps","Pinterest",5,"Y",0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",4,"Y",0
"US","Mobile_Apps","Plants vs. Zombies (WiFi Download Only)",5,"Y",0
"US","Mobile_Apps","Angry Birds Go!",5,"Y",0
"US","Mobile_Apps","Survivors: The Quest®",5,"Y",0
"US","Kitchen","GEFU Spiralfix Spiral Cutter",5,"Y",2
"US","Mobile_Apps","FarmVille 2: Country Escape",5,"Y",0
"US","Mobile_Apps","Bubble Witch 2 Saga",5,"Y",0
"US","Mobile_Apps","myCamera HD : Kindle Fire Camera",1,"Y",0
"US","Mobile_Apps","Doodle Jump SpongeBob SquarePants",1,"Y",2
"US","Mobile_Apps","Cut the Rope 2",4,"Y",2
"US","Mobile_Apps","101-in-1 Games",4,"Y",0
"US","Mobile_Apps","Restaurant Story",5,"Y",0
"US","Mobile_Apps","Calculator Plus Free",5,"Y",0
"US","Mobile_Apps","Alice Trapped in Wonderland",3,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",0
"DE","Mobile_Apps","Ravensword: Shadowlands",5,"Y",9
"US","Mobile_Apps","Enigmatis: The Ghosts of Maple Creek Free",4,"Y",0
"US","Mobile_Apps","Coin Dozer",3,"Y",89
"US","Health & Personal Care","Sonic Super Ear Personal Sound Amplifier",4,"Y",1
"DE","Toys","Intex 57454NP - Ozean Play Center, 254 x 196 x 79 cm",1,"N",10
"UK","Mobile_Apps","Farm Heroes Saga",4,"Y",0
"DE","Toys","Pegasus Spiele 54541G - Camel Up, Spiel des Jahres 2014",5,"Y",1
"UK","Mobile_Apps","Terraria",1,"Y",3
"US","Mobile_Apps","vTube for YouTube [FREE]",5,"Y",0
"US","Mobile_Apps","Mahjong Artifacts® (Full)",4,"Y",0
"US","Toys","Bandai Monkey D. Luffy (New World Version) ""One Piece"" - Figuarts Zero",5,"Y",2
"US","Mobile_Apps","Survivors: The Quest®",4,"Y",0
"US","Mobile_Apps","Helidroid 3D : Episode 2",4,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",0
"US","Mobile_Apps","Quell",5,"Y",0
"UK","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",0
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Mobile_Apps","Real Steel World Robot Boxing",4,"Y",0
"US","Mobile_Apps","Pinterest",5,"Y",0
"US","Mobile_Apps","Monument Valley",5,"Y",0
"US","Mobile_Apps","Castle Clash",5,"Y",0
"US","Toys","Disney Frozen Small Doll Elsa and Magical Lights Palace Playset",1,"Y",0
"UK","Mobile_Apps","Minecraft",5,"Y",0
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","Piano Master Christmas Special",5,"Y",1
"US","Mobile_Apps","Super Penguins",5,"Y",1
"DE","Musical Instruments","Behringer HEADPHONES HPM1000 Studiokopfhörer",5,"N",5
"US","Mobile_Apps","The Hidden World",5,"Y",0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",4,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",1
"US","Mobile_Apps","Solitaire",3,"Y",0
"US","Mobile_Apps","Five Nights at Freddy's 2",5,"Y",14
"US","Mobile_Apps","Plex",5,"Y",0
"US","Mobile_Apps","Virtual City Playground®: Building Tycoon",3,"Y",0
"US","Toys","BRIO Expansion Pack Intermediate",4,"Y",0
"US","Mobile_Apps","Leo's Fortune",4,"Y",0
"UK","Mobile_Apps","Azada (Full)",4,"Y",0
"US","Mobile_Apps","Relax Melodies: Sleep Sounds, White Noise, Meditation & Fan",5,"Y",0
"UK","Mobile_Apps","Can You Escape",4,"Y",0
"US","Mobile_Apps","Magic Jigsaw Puzzles",1,"Y",0
"US","Mobile_Apps","HP ePrint",4,"Y",0
"US","Mobile_Apps","Geometry Dash Lite",5,"Y",0
"US","Mobile_Apps","Five Nights at Freddy's",5,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",0
"US","Toys","LEGO Star Wars 75054 AT-AT Building Toy (Discontinued by manufacturer)",4,"Y",0
"US","Mobile_Apps","Jetpack Joyride",5,"Y",0
"US","Mobile_Apps","Fairy Farm: Magic Village Adventures",4,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Battery",4,"Y",0
"US","Mobile_Apps","Spider Solitaire",4,"Y",0
"DE","Mobile_Apps","Ice Age: Die Siedlung",5,"Y",0
"US","Mobile_Apps","CastleVille Legends",5,"Y",0
"UK","Mobile_Apps","Cut the Rope 2",4,"Y",0
"UK","Mobile_Apps","Guess The Emoji",5,"Y",0
"DE","Toys","Bruder 02415 - Zubehör: Logistik-Set",1,"Y",5
"US","Mobile_Apps","Mahjong Deluxe HD Free",2,"Y",0
"US","Toys","Fisher-Price Bright Beginnings Activity Walker",5,"Y",0
"UK","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","World at Arms - Wage war for your nation!",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",0
"DE","Mobile_Apps","Bloons TD 5",5,"Y",1
"DE","Health & Personal Care","Astra Dorco Shark Double Edge Safety Razor Blades Sampler Pack - Pack of 40 Blades",4,"Y",1
"US","Mobile_Apps","Subway Surfers",5,"Y",0
"US","Mobile_Apps","Bible",1,"Y",2
"US","Mobile_Apps","Bible",5,"Y",0
"US","Mobile_Apps","Clean Master Phone Boost",5,"Y",0
"US","Mobile_Apps","AllCast",1,"Y",0
"JP","Mobile_Apps","Voxel Invaders",3,"Y",22
"US","Mobile_Apps","The Secret Society® - Hidden Mystery",5,"Y",0
"US","Mobile_Apps","The Weather Channel: Forecast, Radar & Alerts",5,"N",1
"US","Mobile_Apps","Calculator Plus Free",5,"Y",0
"US","Digital_Music_Purchase","Love Is A Four Letter Word",5,"N",0
"US","Mobile_Apps","Enigmatis: The Ghosts of Maple Creek",5,"Y",0
"US","Mobile_Apps","Triple A",3,"Y",0
"DE","Mobile_Apps","CLARC",2,"N",1
"UK","Mobile_Apps","Can You Escape",1,"Y",1
"US","Mobile_Apps","CastleVille Legends",5,"Y",0

"DE","Mobile_Apps","Jewels Star",5,"Y",0
"US","Mobile_Apps","My Horse",5,"Y",568
"DE","PC","Arctic Silver 5",5,"Y",0
"US","Mobile_Apps","HD Camera",3,"Y",1
"US","Mobile_Apps","Castle Clash",5,"Y",0
"US","Mobile_Apps","Temple Run",5,"Y",0
"US","Mobile_Apps","My Horse",5,"Y",0
"UK","Mobile_Apps","The Room (Kindle Tablet Edition)",3,"Y",0
"UK","Mobile_Apps","Game of War - Fire Age",1,"Y",37
"US","Mobile_Apps","Greedy Spiders",5,"Y",0
"US","Mobile_Apps","My Horse",4,"Y",0
"US","Mobile_Apps","Eternium: Mage and Minions",5,"Y",0
"US","Mobile_Apps","Blitz Brigade - Online FPS fun!",5,"Y",59
"US","Mobile_Apps","Pipe Puzzle – Premium",5,"Y",0
"UK","Mobile_Apps","DINO HUNTER: DEADLY SHORES",5,"Y",0
"US","Mobile_Apps","Spider Solitaire",5,"Y",0
"US","Mobile_Apps","Bubble Blaze",4,"Y",0
"US","Mobile_Apps","Township",5,"Y",0
"US","Mobile_Apps","Subway Surfers",5,"Y",0
"JP","PC","Belkin (Kindle Fire HD(2012年モデル)専用) クラシック ケース/カバー ブラック",5,"Y",1
"US","Mobile_Apps","BINGO BLITZ: Play Free Bingo & Slots!",5,"Y",0
"US","Mobile_Apps","Spider",4,"Y",0
"JP","Toys","トランスフォーマープライム AM-05 メガトロン",4,"Y",0
"US","Mobile_Apps","101-in-1 Games",4,"Y",0
"US","Mobile_Apps","Fairy Farm: Magic Village Adventures",5,"Y",0
"DE","Digital_Music_Purchase","The Turn Of A Friendly Card",5,"Y",1
"US","Digital_Music_Purchase","Beat The Devil's Tattoo",3,"Y",1
"US","Mobile_Apps","My Horse",5,"Y",0
"US","Mobile_Apps","Nemo's Reef",4,"Y",0
"US","Mobile_Apps","Quell",3,"Y",5
"US","Mobile_Apps","Stray Souls: Dollhouse Story",5,"Y",0
"US","Mobile_Apps","Angry Birds Space Free",5,"Y",0
"JP","Mobile_Apps","Perfect Viewer",4,"Y",1
"JP","Toys","キネティックサンド　1ｋｇ",5,"Y",5
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Injustice: Gods Among Us (Kindle Tablet Edition)",5,"Y",20
"US","Mobile_Apps","Angry Birds Rio (Ad-Free)",1,"Y",0
"US","Mobile_Apps","Minion Rush: Despicable Me Official Game",5,"Y",0
"US","Mobile_Apps","Crossy Road",5,"Y",0
"US","Mobile_Apps","Farm Clan®: Farm Life Adventure",4,"Y",0
"UK","Mobile_Apps","Call of Duty®: Heroes",4,"Y",0
"US","Mobile_Apps","180 Ultra",4,"Y",0
"US","Mobile_Apps","Scribblenauts Remix",3,"Y",0
"US","Toys","AEG Love Letter",5,"Y",0
"US","Mobile_Apps","Real Steel World Robot Boxing",5,"Y",0
"UK","Mobile_Apps","Garfield's Escape",4,"Y",0
"US","Mobile_Apps","101-in-1 Games",4,"Y",0
"US","Toys","Disney Frozen Sisters Giftset",2,"N",0
"US","Mobile_Apps","Flappy Wings (not Flappy Bird)",5,"Y",0
"US","Mobile_Apps","Clean Master Phone Boost",4,"Y",0
"US","Mobile_Apps","Game of War - Fire Age",4,"Y",0
"UK","Toys","Fisher Price Baby Toy - Chatter Classic Toddler Pull Along Telephone - Helps Development",5,"Y",0
"US","Mobile_Apps","Minecraft",5,"Y",0
"US","Mobile_Apps","Cubistry",5,"Y",0
"US","Mobile_Apps","FREEdi YouTube Downloader Pro",1,"Y",0
"US","Mobile_Apps","Angry Birds Slingshot Stella",4,"Y",0
"US","Mobile_Apps","Candy Crush Saga",5,"Y",0
"US","Mobile_Apps","Terraria",5,"Y",1
"US","Mobile_Apps","Dragon Story",3,"Y",0
"US","Mobile_Apps","Bubble Blaze",5,"Y",0
"US","Mobile_Apps","Can You Escape",4,"Y",0
"US","Toys","LEGO Minecraft, Micro World 21102 (Discontinued by manufacturer)",1,"Y",15
"US","Mobile_Apps","Solitaire",5,"Y",3
"US","Mobile_Apps","Wolfram|Alpha",5,"Y",0
"US","Mobile_Apps","Temple Run",5,"N",0
"US","Mobile_Apps","Jurassic Park™ Builder",5,"Y",0
"US","Mobile_Apps","Daily Ab Workout",4,"Y",0
"US","Mobile_Apps","Color Splash Effect Pro",5,"Y",16
"US","Mobile_Apps","Solitaire",5,"Y",0
"DE","PC","Schutzhülle mit Standfunktion für Fire HD 7 (4. Generation - 2014 Modell)",4,"N",2
"FR","Toys","Papo - 55032 - Figurine - Dinosaure - Carnosaure/Carnosaurus - Carnotaure/Carnotaurus",5,"Y",0
"US","Mobile_Apps","Refraction",5,"Y",0
"US","Mobile_Apps","Real Steel World Robot Boxing",2,"Y",2
"US","Mobile_Apps","Diamond Dash",4,"Y",0
"US","Mobile_Apps","Hungry Shark Evolution",5,"Y",0
"US","Mobile_Apps","Angry Birds Friends",4,"Y",3
"US","Toys","Schleich Young Chimpanzee Toy Figure",5,"Y",0
